ID;BD_OBJETO_PRES
61604;De Vivienda y Oficina                                                                               
61605;Portuarias, Aeroportuarias y Ferroviarias                                                           
61606;Eléctricas y Comunicaciones                                                                         
61607;De Producción de Bienes y Servicios                                                                 
61608;Supervisión de Infraestructuras                                                                     
61699;Obras de Infraestructura Diversas                                                                   
619;Crédito Fiscal                                                                                      
61901;Crédito Fiscal                                                                                      
62;Transferencias de Capital                                                                           
621;Transferencias de Capital por Aporte Fiscal                                                         
62101;Tesoro Público Nacional                                                                             
6210100;Organo Legislativo                                                                                  
6210200;Corte de Cuentas de la República                                                                    
6210300;Tribunal Supremo Electoral                                                                          
6210301;Registro Nacional de las Personas Naturales                                                         
6210400;Tribunal de Servicio Civil                                                                          
6210500;Presidencia de la República                                                                         
6210501;Instituto Nacional de los Deportes de El Salvador                                                   
6210502;Instituto Salvadoreño de Protección al  Menor                                                       
6210503;Administración Nacional de Telecomunicaciones                                                       
6210504;Instituto Salvadoreño para el Desarrollo de la Mujer                                                
6210505;Fondo de Inversión Social para el Desarrollo Local                                                  
6210650;Instituto de Acceso a la Información Pública                                                        
6210700;Ramo de Hacienda                                                                                    
6210701;Lotería Nacional de Beneficencia                                                                    
6210702;Instituto Nacional de Pensiones de los Empleados Públicos                                           
6210703;Tesoro Público Nacional                                                                             
6210704;Fondo Salvadoreño para Estudios de Preinversión                                                     
6210800;Ramo de Relaciones Exteriores                                                                       
6210900;Ramo de la Defensa Nacional                                                                         
6210901;Instituto de Previsón Social de la Fuerza Armada                                                    
6210902;Centro Farmacéutico de la Fuerza Armada                                                             
6210903;Universidad Militar de El Salvador                                                                  
6211600;Organo Judicial                                                                                     
6211601;Caja Mutual del Abogado de El Salvador                                                              
6211602;Consejo Nacional de la Judicatura                                                                   
6211700;Fiscalía General de La República                                                                    
6211800;Procuraduría General de La República                                                                
6211900;Procuraduría para la Defensa de los Derechos Human                                                  
6212000;Ramo del Interior                                                                                   
6212002;Instituto Salvadoreño de Desarrollo Municipal                                                       
6212100;Ramo de Seguridad Pública y Justicia                                                                
6212101;Academia Nacional de Seguridad Pública                                                              
6212200;Ramo de Justicia                                                                                    
6212201;Centro Nacional de Registros                                                                        
6212202;Unidad Técnica Ejecutiva                                                                            
6213100;Ramo de Educación                                                                                   
6213101;Universidad de El Salvador                                                                          
6213102;Federación Salvadoreña de Futbol                                                                    
6213104;Fondo de Garantía para el Crédito Educativo                                                         
6213105;Caja Mutual de los Empleados del Ministerio de Educación                                            
6213200;Ramo de Salud Pública y Asistencia Social                                                           
6213201;Hospital Nacional Rosales                                                                           
6213202;"Hospital Nacional ""Benjamín Bloom""                                                                  "
6213203;"Hospital Nacional de Maternidad ""Dr. Raúl Arguello Escolán""                                         "
6213204;"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez""                                           "
6213205;"Hospital Nacional Neumológico ""Dr. José Antonio Zaldaña""                                            "
6213206;"Hospital Nacional ""San Juan de Dios"", Santa Ana                                                     "
6213207;"Hospital Nacional  ""Francisco Menéndez"", Ahuachapan                                                 "
6213208;"Hospital Nacional ""San Juan de Dios"", Sonsonate                                                     "
6213209;"Hospital Nacional ""Dr. Luís Edmundo Vásquez"", Chalatenango                                          "
6213210;"Hospital nacional ""San Rafael"", Nueva San Salvador                                                  "
6213211;"Hospital Nacional ""Santa Gertrudis"", San Vicente                                                    "
6213212;"Hospital Nacional "" Santa Teresa"" , Zacatecoluca                                                    "
6213213;"Hospital Nacional ""San Juan de Dios"", San Miguel                                                    "
6213214;"Hospital Nacional ""San Pedro"", Usulután                                                             "
6213215;"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil                                                "
6213216;Hospital Nacional de San Bartolo                                                                    
6213217;Hospital Nacional de Cojutepeque                                                                    
6213218;Hospital Nacional de La Unión                                                                       
6213219;Hospital Nacional de Ilobasco                                                                       
6213220;Hospital Nacional de Nueva Guadalupe                                                                
6213221;Hospital Nacional de Ciudad Barrios                                                                 
6213222;Hospital Nacional de Sensuntepeque                                                                  
6213223;Hospital Nacional de Chalchuapa                                                                     
6213224;Hospital Nacional de Metapán                                                                        
6213225;Hospital Nacional de San Francisco Gotera                                                           
6213226;Hospital Nacional de Santa Rosa de Lima                                                             
6213227;Hospital Nacional de Nueva Concepción                                                               
6213228;Hospital Nacional de Santiago de María                                                              
6213229;Hospital Nacional de Jiquilísco                                                                     
6213230;Hospital Nacional de Suchitoto                                                                      
6213231;Consejo Superior de Salud Pública                                                                   
6213232;Instituto Salvadoreño de Rehabilitación de Inválidos                                                
6213233;"Hogar de Ancianos ""Narcisa Castillo"", Santa Ana                                                     "
6213234;Cruz Roja Salvadoreña                                                                               
6213300;Ramo de Trabajo y Previsión Social                                                                  
6213301;Instituto Salvadoreño de Fomento Cooperativo                                                        
6213302;Instituto Salvadoreño de Formación Profesional                                                      
6213303;Instituto Salvadoreño del Seguro Social                                                             
6213304;Fondo de Protección de Lisiados y Discapacitados                                                    
6213400;Ramo de Vivienda y Desarrollo Urbano                                                                
6213401;Fondo Nacional para la Vivienda Popular                                                             
6214100;Ramo de Economía                                                                                    
6214101;Comité Ejecutivo de la Feria Internacional de El Salvador                                           
6214102;Consejo Nacional de Ciencia y Tecnología                                                            
6214103;Consejo de Vigilancia de la Contaduría Pública y Auditoría                                          
6214104;Instituto Salvadoreño de Turísmo                                                                    
6214105;Consejo Salvadoreño del Café                                                                        
6214106;Comisión Ejecutiva Hidroeléctrica del Rio Lempa                                                     
6214107;Fondo de Financiamiento y Garantía para la Pequeña Empresa                                          
6214108;Corporación Salvadoreña de Turísmo                                                                  
6214109;Superintendencia General de Energía y Telecomunicaciones                                            
6214110;Superintendencia de Valores                                                                         
6214111;Superintendencia de Pensiones                                                                       
6214112;Corporación Salvadoreña de Inversiones                                                              
6214113;Instituto Nacional del Azúcar                                                                       
6214200;Ramo de Agricultura y Ganadería                                                                     
6214201;Instituto Salvadoreño de Transformación Agraria                                                     
6214202;Centro Nacional de Tecnología Agropecuaria y Forestal                                               
6214203;Escuela Nacional de Agricultura                                                                     
6214204;Banco de Tierras                                                                                    
6214205;Banco de Fomento Agropecuario                                                                       
6214300;Ramo de Obras Públicas                                                                              
6214301;Administración Nacional de Acueductos y Alcantarillados                                             
6214302;Fondo Social para la Vivienda                                                                       
6214303;Comisión Ejecutiva Portuaria Autónoma                                                               
6214400;Ramo de Medio Ambiente y Recursos Naturales                                                         
6214401;Fondo Ambiental de El Salvador                                                                      
6214500;Ramo de Transporte                                                                                  
622;Transferencias de Capital al Sector Público                                                         
62201;Transferencias de Capital al Sector Público                                                         
6220100;Organo Legislativo                                                                                  
6220200;Corte de Cuentas de la República                                                                    
6220202;Insituto Salvadoreño de Desarrollo Municipal                                                        
6220300;Tribunal Supremo Electoral                                                                          
6220301;Registro Nacional de las Personas Naturales                                                         
6220303;Instituto Salvadoreño del Seguro Social                                                             
6220400;Tribunal de Servicio Civil                                                                          
6220500;Transferencias de Capital a la Presidencia de la República                                          
6220501;Instituto Nacional de los Deportes de El Salvador                                                   
6220502;Instituto Salvadoreño de Protección al Menor                                                        
6220503;Administración Nacional de Telecomunicaciones                                                       
6220504;Instituto Salvadoreño para el Desarrollo de La Mujer                                                
6220505;Fondo de Inversión Social para el Desarrollo Municipal                                              
6220507;Fondo del Milenio                                                                                   
6220537;Fondo Solidario para la Familia Microempresaria (FOSOFAMILIA)                                       
6220551;Agencia de Promoción de Exportaciones e Inversiones de El Sa                                        
6220555;Agencia de Promoción de Exportaciones e Inversiones de El Salvador                                  
6220700;Ramo de Hacienda                                                                                    
6220701;Loteria Nacional de Beneficencia                                                                    
6220702;Instituto Nacional de Pensiones de los Empleados P                                                  
6220703;Tesoro Público Nacional                                                                             
6220704;Fondo Salvadoreño para Estudios de Preinversión                                                     
6220800;Ramo de Relaciones Exteriores                                                                       
6220801;NOT DEFINED                                                                                         
6220851;Secretaría Técnica de Financiamiento Externo                                                        
6220900;Ramo de la Defensa Nacional                                                                         
6220901;Instituto de Previsión Social de la Fuerza Armada                                                   
6220902;Centro Farmacéutico de la Fuerza Armada                                                             
6220903;Universidad Militar de El Salvador                                                                  
6221600;Organo Judicial                                                                                     
6221601;Caja Mutual del Abogado de El Salavador                                                             
6221602;Consejo Nacional de la Judicatura                                                                   
6221700;Fiscalia General de la República                                                                    
6221800;Procuraduria General de la República                                                                
6221900;Procuraduria para la Defensa de los Derechos Humanos                                                
6222000;Ramo del Interior                                                                                   
6222002;Insituto Salvadoreño de Desarrollo Municipal                                                        
6222051;Municipalidades                                                                                     
6222100;Ramo de Seguridad Pública                                                                           
6222101;Academia Nacional de Seguridad Pública                                                              
6222102;Unidad Técnica Ejecutiva                                                                            
6222200;Ramo de Justicia                                                                                    
6222201;Centro Nacional de Registro                                                                         
6222202;Unidad Técnica Ejecutiva                                                                            
6222301;Academia Nacional de Seguridad Pública                                                              
6222302;Unidad Técnica Ejecutiva                                                                            
6222303;Insituto Salvadoreño de Desarrollo Municipal                                                        
6222351;Municipalidades                                                                                     
6222401;Academia Nacional de Seguridad Pública                                                              
6222402;Unidad Técnica Ejecutiva                                                                            
6223100;Ramo de Educación                                                                                   
6223101;Universidad de El Salvador                                                                          
6223102;Federación Salvadoreña de Fútbol                                                                    
6223104;Fondo de Garantia para el Credito Educativo                                                         
6223105;Caja Mutual de los Empleados del Ministerio de Edu                                                  
6223106;Instituto Salvadoreño para el Desarrollo Integral de la Niñez y la Adolescencia                     
6223167;Construcción y Equipamiento de Institutos de Educ. Media en el área Téc. de Implem.del Sist. de Mant
6223200;Ramo de Salud Pública y Asistencia Social                                                           
6223201;Hospital Nacional Rosales                                                                           
6223202;"Hospital Nacional ""Benjamin Bloom""                                                                  "
6223203;"Hospital Nacional de Maternidad ""Dr. Raul Arguello                                                  "
6223204;"Hospital Nacional Psiquiatrico ""Dr. Jose Molina Ma                                                  "
6223205;"Hospital Nacional Neumologico ""Dr. Jose Antonio Za                                                  "
6223206;"Hospital Nacional ""San Juan de Dios"", Santa Ana                                                     "
6223207;"Hospital Nacional ""Francisco Menéndez"", Ahuachapán                                                  "
6223208;"Hospital Nacional ""San Juan de Dios"", Sonsonate                                                     "
6223209;"Hospital Nacional ""Dr. Luis Edmundo Vasquez"", Chal                                                  "
6223210;"Hospital Nacional ""San Rafael"", Nueva San Salvador                                                  "
6223211;"Hospital Nacional ""Santa Gertrudis"", San Vicente                                                    "
6223212;"Hospital Nacional ""Santa Teresa"", Zacatecoluca                                                      "
6223213;"Hospital Nacional ""San Juan de Dios"", San Miguel                                                    "
6223214;"Hospital Nacional ""San Pedro"", Usulután                                                             "
6223215;"Hospital Nacional ""Dr. Juan José Fernandez"", Zacam                                                  "
6223216;Hospital Nacional de San Bartolo                                                                    
6223217;Hospital Nacional de Cojutepeque                                                                    
6223218;Hospital Nacional de La Unión                                                                       
6223219;Hospital Nacional de Ilobasco                                                                       
6223220;Hospital Nacional de Nueva Guadalupe                                                                
6223221;Hospital Nacional de Ciudad Barrios                                                                 
6223222;Hospital Nacional de Sensuntepeque                                                                  
6223223;Hospital Nacional de Chalchuapa                                                                     
6223224;Hospital Nacional de Metapán                                                                        
6223225;Hospital Nacional de San Francisco Gotera                                                           
6223226;Hospital Nacional de Santa Rosa de Lima                                                             
6223227;Hospital Nacional de Nueva Concepción                                                               
6223228;Hospital Nacional de Santiago de Maria                                                              
6223229;Hospital Nacional de Jiquilisco                                                                     
6223230;Hospital Nacional de Suchitoto                                                                      
6223231;Consejo Superior de Salud Pública                                                                   
6223232;Instituto Salvadoreño de Rehabilitación de Invalid                                                  
6223233;"Hogar de Ancianos ""Narcisa Castillo"", Santa Ana                                                     "
6223234;Cruz Roja Salvadoreña                                                                               
6223300;Ramo de Trabajo y Previsión Social                                                                  
6223301;Instituto Salvadoreño de Fomento Cooperativo                                                        
6223302;Instituto Salvadoreño de Formación Profesional                                                      
6223303;Instituto Salvadoreño del Seguro Social                                                             
6223304;Fondo de Protección de Lisiados y Discapacitados                                                    
6223400;Ramo de Vivienda y Desarrollo Urbano                                                                
6223401;Fondo Nacional para la Vivienda Popular                                                             
6224100; Ramo de Economía                                                                                   
6224101;Comite Ejecutivo de la Feria Internacional de El S                                                  
6224102;Consejo Nacional de Ciencia y Tecnología                                                            
6224103;Consejo de Vigilancia de la Contaduría Pública y A                                                  
6224104;Instituto Salvadoreño de Turismo                                                                    
6224105;Consejo Salvadoreño del Café                                                                        
6224106;Comisión Ejecutiva Hidroelectrica del Río Lempa                                                     
6224107;Fondo de Financiamiento y Garantía para la Pequeña                                                  
6224108;Corporación Salvadoreña de Turismo                                                                  
6224109;Superintendencia General de Electricidad y Telecom                                                  
6224110;Superintendencia de Valores                                                                         
6224111;Superintendencia de Pensiones                                                                       
6224112;Corporación Salavadoreña de Inversiones                                                             
6224113;Instituto Nacional del Azúcar                                                                       
6224114;Centro Nacional de Registro                                                                         
6224118;Defensoría del Consumidor                                                                           
6224120;Consejo Nacional de Calidad                                                                         
6224122;Comisión Nacional de la Micro y Pequeña Empresa                                                     
6224154;Comisión Nacional de la Micro y Pequeña Empresa (CONAMYPE)                                          
6224200;Ramo de Agricultura y Ganadería                                                                     
6224201;Instituto Salvadoreño de Transformación Agraria                                                     
6224202;Centro Nacional de Tecnología Agropecuaria Forestal                                                 
6224203;Escuela Nacional de Agricultura                                                                     
6224204;Banco de Tierras                                                                                    
6224205;Banco de Fomento Agropecuario                                                                       
6224206;Consejo Salvadoreño del Café                                                                        
6224300;Ramo de Obras Públicas                                                                              
6224301;Administración Nacional de Acueductos y Alcantaril                                                  
6224302;Fondo Social para la Vivienda                                                                       
6224303;Comisión Ejecutiva Portuaria Autónoma                                                               
6224305;Fondo Nacional para la Vivienda Popular                                                             
6224306;Fondo Conservación Vial                                                                             
6224352;Instituto Librertad y Progreso                                                                      
6224353;Banco Multisectorial de Inversiones                                                                 
6224400;Ramo de Medio Ambiente y Recursos Naturales                                                         
6224401;Fondo Ambiental de El salvador                                                                      
6224500;Ramo de Transporte                                                                                  
6224601;Instituto Salvadoreño de Turismo                                                                    
6224602;Corporación Salvadoreña de Turismo                                                                  
6228211;Alcaldia Municipal de Santa Rosa Guachipilìn                                                        
6228511;Alcaldía Municipal de Santa Tecla                                                                   
6228614;Alcaldia Municipal de San Salvador                                                                  
6229217;Alcadía Municipal de San Miguel                                                                     
623;Transferencias de Capital al Sector Privado                                                         
62301;A Empresas Privadas no Financieras                                                                  
62302;A Empresas Privadas Financieras                                                                     
62303;A Organismos Sin Fines de Lucro                                                                     
62304;A Personas Naturales                                                                                
62305;Becas                                                                                               
624;Otras Transferencias de Capital                                                                     
62401;Transferencias de Capital Diversas                                                                  
63;Inversiones Financieras                                                                             
631;Inversión en Titulosvalores                                                                         
63101;Bonos                                                                                               
63102;Letras del Tesoro                                                                                   
63103;Notas de Crédito del Tesoro Público                                                                 
63104;Cédulas Hipotecarias                                                                                
63105;Depósitos a Plazo                                                                                   
63106;Acciones                                                                                            
63107;Participación de Capital                                                                            
63108;Titulosvalores del Exterior                                                                         
63109;Acciones y Participaciones de Capital en el Exterior                                                
63199;Titulosvalores Diversos                                                                             
632;Préstamos                                                                                           
63201;Al Gobierno Central                                                                                 
63202;A Instituciones Descentralizadas no Empresariales                                                   
63203;A Empresas Públicas no Financieras                                                                  
63204;A Empresas Públicas Financieras                                                                     
63205;A Instituciones de Seguridad Social                                                                 
63206;A Municipalidades                                                                                   
63207;A Empresas Privadas no Financieras                                                                  
63208;A Empresas Privadas Financieras                                                                     
63209;A Organismos Sin Fines de Lucro                                                                     
63210;A Personas Naturales                                                                                
69;Operaciones Complementarias                                                                         
690;Gastos en Especie                                                                                   
69001;Depreciación Convenios                                                                              
71;Amortización de Endeudamiento Público                                                               
711;Rescate de Colocaciones de Titulosvalores en el Mdo Nac.                                            
71101;Rescate de Bonos del Estado                                                                         
71102;Rescate de Letras del Tesoro                                                                        
71103;Rescate de Notas de Crédito Tesoro Público                                                          
71199;Rescate de Titulosvalores Diversos                                                                  
712;Rescate de Colocaciones de Titulosvalores en el Mdo Externo                                         
71201;Rescate de Bonos del Estado                                                                         
71299;Rescate de Títulos Valores Diversos                                                                 
713;Amortización de Empréstitos Internos                                                                
71301;De Gobierno Central                                                                                 
71302;De Instituciones Descentralizadas no Empresariales                                                  
71303;De Empresas Públicas no Financieras                                                                 
71304;De Empresas Públicas Financieras                                                                    
71305;De Instituciones de Seguridad Social                                                                
71306;De Municipalidades                                                                                  
71307;De Empresas Privadas no Financieras                                                                 
71308;De Empresas Privadas Financieras                                                                    
71309;De Organismos Sin Fines de Lucro                                                                    
71310;De Personas Naturales                                                                               
714;Amortización de Empréstitos Externos                                                                
71401;De Empresas  Privadas no Financieras                                                                
71402;De Empresas Privadas Financieras                                                                    
71403;De Gobiernos y Organismos Gubernamentales                                                           
71404;De Organismos Multilaterales                                                                        
71405;De Organismos Sin Fines de Lucro                                                                    
71406;De Personas Naturales                                                                               
72;Saldos de Años Anteriores                                                                           
721;Cuentas por Pagar de Años Anteriores Gastos Corrientes                                              
72101;Cuentas por Pagar de Años Anteriores Gastos Corrientes                                              
722;Cuentas por Pagar de Años Anteriores Gastos de Capital                                              
72201;Cuentas por Pagar de Años Anteriores Gastos de Capital                                              
81;Transferencias de Contribuciones Especiales                                                         
811;Transferencias de Contribuciones Especiales al Sector Público                                       
81101;A Fondo de Conservación Vial                                                                        
81102;A Consejo Salvadoreño de la Agroindustria Azucarera (CONSAA)                                        
81103;Al Fondo Solidario para la Salud                                                                    
81104;A la Corporación Salvadoreña de Turismo                                                             
81105;A Transporte - Estabilización de Tarifas del Serv. Público de Transp. Colect. de Pasajeros          
81106;Al Fondo para la Atención a a Víctimas de Accidentes de Tránsito (FONAT)                            
81107;Al Ministerio de Salud para la Atención a Víctimas de Accidentes de Tránsito                        
81108;Al Financiamiento para la Seguridad Ciudadana y Convivencia                                         
99;Asignaciones por Aplicar                                                                            
991;Asignaciones por Aplicar Gastos Corrientes                                                          
99101;Asignaciones por Aplicar Gastos Corrientes                                                          
992;Asignaciones por Aplicar Gastos de Capital                                                          
99201;Asignaciones Por Aplicar Gastos De Capital                                                          
