year,office,program,program_name
2010,3235,202,Desarrollo de Programas Integrales de Salud
2010,3300,101,Dirección Superior
2010,3300,102,Dirección Administrativa
2010,3300,201,Asistencia Laboral
2010,3300,202,Vigilancia del Cumplimiento de Leyes Laborales
2010,3300,203,Previsión Social y Gestión de Empleo
2010,3300,204,Regionalización
2010,3300,301,Instituto Salvadoreño de Fomento Cooperativo
2010,3300,302,Fondo de Protección de Lisiados y Discapacitados a Consecuencia del Conflicto Armado
2010,3300,401,Reparaciones en Infraestructura y Equipamiento Básico en Oficinas Regionales
2010,3301,101,Dirección y Administración
2010,3301,102,Fomento y Asistencia Técnica
2010,3301,103,Vigilancia y Fiscalización
2010,3302,101,Dirección de Gestión y Planeación
2010,3302,102,Administración y Finanzas
2010,3302,201,Innovación y Desarrollo de la Formación Profesional
2010,3302,301,Investigación del Mercado Laboral
2010,3302,401,"Información, Comunicación y Difusión"
2010,3302,501,"Evaluación, Auditoria y Control"
2010,3303,101,Dirección Superior
2010,3303,102,Financiero Contable
2010,3303,103,Recursos Humanos
2010,3303,104,Abastecimiento de Materiales y Suministros
2010,3303,105,Asesoría Jurídica
2010,3303,106,Planificación y Organización
2010,3303,107,Informática
2010,3303,108,Administración Sucursal Sonsonate
2010,3303,109,Administración Sucursal Usulután
2010,3303,110,"Recaudación de Ingresos, Régimen de Salud"
2010,3303,111,Logística y Apoyo
2010,3303,112,Comunicaciones y Atención al Cliente
2010,3303,201,Gestión Financiera
2010,3303,202,Gestión Administrativa
2010,3303,203,Gestión Prestaciones
2010,3303,301,Gestión Financiera
2010,3303,302,Gestión Administrativa
2010,3303,303,Gestión Prestaciones
2010,3303,401,Atención  Ambulatoria Medicina Física y Rehabilitación
2010,3303,402,Atención Ambulatoria Atlacatl
2010,3303,403,Atención Ambulatoria Zacamil
2010,3303,404,Atención Ambulatoria Ilopango
2010,3303,405,Atención Ambulatoria  15 de Septiembre
2010,3303,406,Atención Ambulatoria San Jacinto
2010,3303,407,Atención Ambulatoria de Especialidades
2010,3303,408,Atención Ambulatoria Nueva San Salvador
2010,3303,409,Atención Ambulatoria Apopa
2010,3303,410,Atención Ambulatoria Zacatecoluca
2010,3303,411,Atención Ambulatoria San Vicente
2010,3303,412,Atención Ambulatoria Quezaltepeque
2010,3303,413,Atención Ambulatoria Aguilares
2010,3303,414,Atención Ambulatoria Sacacoyo
2010,3303,415,Atención Ambulatoria Cojutepeque
2010,3303,416,Atención Ambulatoria Nejapa
2010,3303,417,Atención Ambulatoria La Libertad
2010,3303,418,Atención Ambulatoria Chalatenango
2010,3303,419,Atención Ambulatoria Ilobasco
2010,3303,420,Atención Ambulatoria Sensuntepeque
2010,3303,421,Atención Ambulatoria Ahuachapán
2010,3303,422,Atención Ambulatoria Metapán
2010,3303,423,Atención Ambulatoria Acajutla
2010,3303,424,Atención Ambulatoria Juayúa
2010,3303,425,Atención Ambulatoria Chalchuapa
2010,3303,426,Atención Ambulatoria La Unión
2010,3303,427,Atención Ambulatoria Usulután
2010,3303,428,Atención Ambulatoria Puerto El Triunfo
2010,3303,429,Atención Ambulatoria Santiago de María
2010,3303,430,Atención Ambulatoria San Francisco Gotera
2010,3303,431,Atención Ambulatoria Chinameca
2010,3303,432,Atención Ambulatoria Berlín
2010,3303,433,Atención Ambulatoria Moncagua
2010,3303,434,Atención Ambulatoria San Miguel
2010,3303,435,Atención Ambulatoria Santa Ana
2010,3303,436,Atención Ambulatoria Soyapango
2010,3303,501,Gestión Administrativa Integral de Salud
2010,3303,502,Atención Hospitalaria Policlínico Planes de Renderos
2010,3303,503,Atención Hospitalaria Policlínico Arce
2010,3303,504,Atención Hospitalaria Oncología
2010,3303,505,Atención Hospitalaria Santa Ana
2010,3303,506,Atención Hospitalaria Sonsonate
2010,3303,507,Atención Hospitalaria San Miguel
2010,3303,601,Gestión Financiera
2010,3303,602,Gestión Administrativa
2010,3303,603,Gestión Servicios de Salud
2010,3303,701,Gestión Financiera
2010,3303,702,Gestión Administrativa
2010,3303,703,Gestión Servicios de Salud
2010,3303,801,Gestión Financiera
2010,3303,802,Gestión Administrativa
2010,3303,803,Gestión Servicios de Salud
2010,3303,901,Gestión Financiera
2010,3303,902,Gestión Administrativa
2010,3303,903,Gestión Servicios de Salud
2010,3303,1001,Gestión Financiera
2010,3303,1002,Gestión Administrativa
2010,3303,1003,Gestión Servicios de Salud
2010,3303,1101,Pensiones y Programas
2010,3303,1102,Subsidios
2010,3303,1201,Gestión Administrativa de la Preinversión
2010,3303,1202,Estudios y Diseños
2010,3303,1301,Gestión Administrativa de la Infraestructura
2010,3303,1302,Infraestructura
2010,3303,1401,Desembolsos Financieros Régimen de Salud
2010,3303,1501,Gestión Administrativa
2010,3303,1502,Gestión Financiera
2010,3303,1503,"Recaudación de Ingresos, Régimen de IVM"
2010,3303,1504,Gestión de Pensiones
2010,3304,101,Dirección Superior y Administración Superior
2010,3304,201,Prestaciones a Beneficiarios
2010,3304,202,Rentabilidad Fideicomiso y Reservas
2010,3304,203,Creación y Funcionamiento del Taller de Prótesis
2010,3304,204,Deuda Histórica
2010,3304,205,Apoyo al Programa de Reinserción y Rehabilitación
2010,3304,301,Préstamos a Beneficiarios
2010,4100,101,Dirección Superior
2010,4100,102,Apoyo Técnico Institucional
2010,4100,103,Apoyo Administrativo y Financiero
2010,4100,104,Apoyo a Proyectos de Cooperación
2010,4100,201,Política Comercial
2010,4100,202,Administración de Tratados
2010,4100,203,Representación ante la OMC y la OMPI
2010,4100,204,Oficina CAFTA
2010,4100,301,Comercio e Inversión
2010,4100,302,"Desarrollo Competitivo, Tecnológico y de Calidad Empresarial"
2010,4100,401,Hidrocarburos y Minas
2010,4100,402,Desarrollo de la Energía
2010,4100,501,Auditoria y Sistemas de Información
2010,4100,601,Dirección y Administración
2010,4100,602,Estadísticas Continuas y Sociales
2010,4100,603,Estadísticas Económicas e IPC
2010,4100,604,Censos y Encuestas
2010,4100,701,Consejo Nacional de Ciencia y Tecnología
2010,4100,702,Consejo de Vigilancia de la Profesión de Contaduría Pública y Auditoría
2010,4100,703,Superintendencia de Valores
2010,4100,704,Superintendencia de Pensiones
2010,4100,705,Superintendencia de Competencia
2010,4100,706,Defensoría del Consumidor
2010,4100,707,Consejo Nacional de Energía
2010,4100,708,Consejo Salvadoreño  de la Agroindustria Azucarera
2010,4100,801,Comisión Nacional de la Micro y Pequeña Empresa
2010,4100,802,Financiamiento para la Estabilización y Fomento Económico
2010,4101,101,Administración General
2010,4101,102,"Ferias, Exposiciones, Convenciones, Congresos y Otros Eventos Nacionales e Internacionales."
2010,4102,101,"Desarrollo de la Ciencia, la Tecnología y de la Infraestructura de la Calidad"
2010,4103,101,Vigilancia de la  Profesión Contable y Auditoría
2010,4105,101,Dirección y Administración
2010,4105,102,Estudios Económicos y Estadísticas Cafetaleras
2010,4105,103,Promoción Café de El Salvador
2010,4105,201,Servicios de Exportación
2010,4105,202,Control de Calidad
2010,4105,203,Escuela de Café
2010,4109,101,Dirección y Administración Institucional
2010,4109,102,Marco Regulatorio de Electricidad y Telecomunicaciones
2010,4109,103,Registro de Electricidad y Telecomunicaciones
2010,4110,101,Dirección Superior
2010,4110,102,Jurídico
2010,4110,103,Informática
2010,4110,201,Normas Técnicas y Difusión
2010,4110,202,Supervisión y Control
2010,4110,203,Autorización y Registro
2010,4110,204,Investigación Bursátil
2010,4111,101,Dirección y Administración
2010,4111,201,Fiscalización del Sistema Previsional
2010,4111,202,Apoyo a la Fiscalización del Sistema Previsional
2010,4112,101,Dirección Superior y Administración General
2010,4112,201,Gestión de Inversiones
2010,4112,202,Gestión Arrendamiento de Locales y Fábrica de Hielo en La Tiendona
2010,4112,301,Administración General Puerto CORSAIN
2010,4112,401,Reparación Naval
2010,4112,402,Servicios Portuarios y Suministros
2010,4112,403,Arrendamiento de Bienes Muebles e Inmuebles
2010,4112,404,Mantenimientos Generales y Proyectos de Inversión
2010,4114,101,Dirección y Administración
2010,4114,102,Unidad Financiera Institucional
2010,4114,201,Servicios del Registro de la Propiedad
2010,4114,301,Servicios del Registro de Comercio
2010,4114,401,Servicios Cartográficos y Geográficos
2010,4114,402,Servicios Catastrales
2010,4114,501,Modernización del Registro Inmobiliario y del Catastro
2010,4114,601,Servicios de la Deuda
2010,4114,701,Registro de la Propiedad Intelectual
2010,4116,101,Dirección y Administración
2010,4116,201,"Supervisión, Ordenamiento y Control"
2010,4117,101,"Promoción, Protección y Garantía de la Competencia"
2010,4118,101,Dirección Superior
2010,4118,102,Apoyo Administrativo y Financiero
2010,4118,201,Oficinas Centrales
2010,4118,202,Oficinas Regionales
2010,4119,101,Elaboración de Estrategias y Política Energética
2010,4147,101,Dirección Superior y Gestión Operativa
2010,4147,201,Servicio de la Deuda Publica Externa
2010,4154,101,"DIRECCION, ADMINISTRACION Y FINANZAS"
2010,4154,102,PROGRAMA DOTACION UTILES ESCOLARES
2010,4154,201,DESARROLLO ECONOMICO TERRITORIAL
2010,4154,202,PROY. 50065 PLAN DE SOSTENIBILIDAD SDE/FOMYPE
2010,4154,203,DESARROLLO EMPRESARIAL/ARTESANAL
2010,4154,204,PROYECTO EMPRESARIALIDAD FEMENINA
2010,4154,205,PROYECTO MEJORAMIENTO DE LA CALIDAD Y PRODUCTIVIDAD
2010,4154,302,Contrapartida Proy. BID ATN/ME-
2010,4200,101,Dirección Superior
2010,4200,102,Administración General Institucional
2010,4200,201,Información Estadística Agropecuaria
2010,4200,301,Sanidad Vegetal y Animal
2010,4200,401,Desarrollo Forestal y Sistemas de Riego
2010,4200,402,Programa Ambiental de El Salvador
2010,4200,501,Fomento y Desarrollo Pesquero y Acuícola
2010,4200,601,Instituto Salvadoreño de Transformación Agraria
2010,4200,602,Centro Nacional de Tecnología Agropecuaria y Forestal
2010,4200,603,"Escuela Nacional de Agricultura ""Roberto Quiñónez"""
2010,4200,701,Programa de Reconstrucción y Modernización Rural (PREMODER)
2010,4200,702,Programa de Reconstrucción y Modernización Rural para la Región Oriental (PRODEMORO)
2010,4200,703,Desarrollo y Modernización Rural para las Regiones Central y Paracentral (PRODEMOR-Central)
2010,4200,801,Orientación de Agronegocios
2010,4200,901,Rehabilitación de Infraestructura de Riego
2010,4200,902,Reactivación de la Infraestructura Pesquera
2010,4200,903,Apoyo a la Comercialización de Productos Agropecuarios
2010,4200,904,Recuperación de la Producción Agrícola
2010,4200,905,Reposición de Bienes de Producción Pecuaria
2010,4200,1001,Abastecimiento y Comercializaciòn de Granos Bàsicos
2010,4200,5101,Desarrollo de la Producción y de la Infraestructura Agrícola
2010,4201,101,Direccion Superior y Apoyo Administrativo Financiero
2010,4201,201,Transferencia de Tierras y Seguridad Jurídica
2010,4202,101,Dirección Superior
2010,4202,102,Administración y Finanzas
2010,4202,201,Investigación Tecnológica
2010,4202,202,Tecnología de Semilla
2010,4202,203,Transferencia Tecnológica
2010,4202,301,Rehabilitación y Recuperación de Zonas Agrícolas
2010,4203,101,Administración Superior
2010,4203,102,Enseñanza Agropecuaria
2010,4203,103,Estudios e Investigación
2010,4203,104,Proyección Social
2010,4203,201,Apoyo a las Familias Rurales Afectadas por el Huracán IDA.
2010,4300,101,Dirección y Administración
2010,4300,201,Gestión de la Inversión
2010,4300,202,Atención de Infraestructura Socio-Económica y Riesgo
2010,4300,203,Inversión en Infraestructura
2010,4300,204,Infraestructura y Servicios Universalizables
2010,4300,205,Fondo Concursable de Obras Comunitarias
2010,4300,301,Promoción y Desarrollo Habitacional
2010,4300,302,Ordenamiento del Desarrollo Urbano
2010,4300,303,Programa de Vivienda Fase I
2010,4300,304,Apoyo al Programa de Vivienda Fase II
2010,4300,401,Registro y Regulacion del Transporte
2010,4300,501,Fondo de Conservación Vial
2010,4300,502,Ferrocarriles Nacionales de El Salvador
2010,4300,503,Alcaldia Municipal de Santa Rosa Guachipilín
2010,4300,504,Administración Nacional de Acueductos y Alcantarillados
2010,4300,505,Comisión Ejecutiva Portuaria Autonoma
2010,4300,601,Instituto Libertad y Progreso
2010,4300,701,Rehabilitación de Infraestructura Vial y de Obra Pública
2010,4300,702,Reconstrucción de Infraestructura Vial y de Obra Pública
2010,4300,801,"Construcción, Reconstrucción y Rehabilitación de Viviendas a Familias afectadas por Desastres"
2010,4300,901,Construcción de Vivienda Segura y Mejora de Hogares a Familias Pobres.
2010,4300,5101,Inversión en Infraestrctura Vial
2010,4300,5102,Inversión en Obras de Mitigación
2010,4300,5103,Fortalecimiento a la Administración Nacional de Acueductos y Alcantarillados
2010,4301,101,Dirección Superior
2010,4301,102,Administración Institucional
2010,4301,201,Intereses
2010,4301,301,Gestión Central de los Servicios de Agua Potable y Saneamiento
2010,4301,302,"Gestión de los Servicios de Agua Potable y Saneamiento, Región Metropolitana"
2010,4301,303,"Gestión de los Servicios de Agua Potable y Saneamiento, Región Occidental"
2010,4301,304,"Gestión de los Servicios de Agua Potable y Saneamiento, Región Central"
2010,4301,305,"Gestión e los Servicios de Agua Potable y Saneamiento, Región Oriental"
2010,4301,401,"Gestión Central de la Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales"
2010,4301,402,"Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales, Región Metropolitana"
2010,4301,403,"Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales, Región Occidental"
2010,4301,404,"Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales, Región Central"
2010,4301,405,"Producción, Distribución de Agua Potable y Saneamiento de Aguas Residuales, Región Oriental"
2010,4301,501,Estudios de Preinversión
2010,4301,502,Gestión de la Inversión
2010,4301,503,Reconstrucción y Descentralización de Sistemas de Acueductos y Alcantarillados
2010,4301,504,"Desarrollo de la Infraestructura, Región Oriental"
2010,4301,601,REHABILITACION Y RECONSTRUCCION DE SISTEMAS DE ACUEDUCTOS Y ALCANTARILLADOS
2010,4301,5101,Desarrollo de Obras Infraestructura Hidráulica
2010,4304,101,Dirección y Administración General
2010,4304,102,Seguridad de Vuelo
2010,4304,103,Navegación Aérea
2010,4305,101,Presidencia
2010,4305,102,Dirección Ejecutiva
2010,4305,103,Unidad Administrativa
2010,4305,104,Unidad de Desarrollo Institucional
2010,4305,105,Auditoria Interna
2010,4305,106,Unidad de Tecnología de Información
2010,4305,107,Unidad de Adquisiciones y Contrataciones Institucional
2010,4305,108,Gerencia de Desarrollo de Proyectos Habitacionales
2010,4305,109,Gastos Insitucionales Programa de Contribuciones - Fondos Propios
2010,4305,110,Gerencia de Finanzas
2010,4305,111,Unidad Jurídica
2010,4305,112,Gastos Proyectos Potenciales fondos propios
2010,4305,113,Gastos por reconocimientos de fondos en administración
2010,4305,201,Gerencia de Créditos
2010,4305,202,Unidad de Centro de Información y Atención al Usuario
2010,4305,203,Unidad de Operaciones de Préstamos
2010,4305,204,Unidad de Riesgos
2010,4305,301,Servicio de la Deuda
2010,4305,302,Intereses por Depósitos en Garantía
2010,4305,401,Colocación de Préstamos
2010,4305,402,Inversiones Financieras
2010,4305,403,Proyecto Tecnológico (Proyecto 60001)
2010,4305,404,Proyectos de Inversión Institucionales
2010,4305,405,Proyecto Fortalecimiento de la Infraestructura Eléctrica (Proyecto 60003)
2010,4305,406,"Proyecto Urbanización Nuevo Belén, San Miguel (Proyecto 5028)"
2010,4305,407,"Proyecto Urbanización la Bretaña, San Martín, San Salvador (Proyecto 5086)"
2010,4305,408,"Proyecto Urbanización Santa Lucía, Santa Ana (Proyecto 5085 - Preinversión)"
2010,4305,409,"Proyecto Urbanización Procavia, Chalchuapa, Santa Ana (Proyecto 5192 - Preinversión)"
2010,4305,410,"Proyecto Urbanización La Naval, San Salvador (Proyecto 5193 - Preinversión)"
2010,4305,411,"Proyecto Los Manantiales, Sonsonate"
2010,4305,501,Gerencia de Inclusión Social
2010,4305,502,Unidad de Gestión de Activos del Fondo Especial
2010,4305,503,Reconocimiento a FONAVIPO
2010,4305,504,Unidad de Gestión Social
2010,4305,505,Subsidios-Contribuciones
2010,4305,506,Inversiones Financieras
2010,4305,507,Inversión para realización de Activos del Fondo Especial
2010,4305,508,"Proyecto La Victoria, Apopa, San Salvador (Programa Reconstrucción IDA)"
2010,4305,509,Subsidios Convenio Llano Verde
2010,4305,510,Proyecto Nuevo Verapaz - Convenio Ida $4 millones
2010,4305,511,Proyecto Dos Quebradas- Convenio Ida $4 millones
2010,4305,512,Proyecto Villas de San Pedro - Convenio Ida $4 millones
2010,4306,101,Dirección Superior
2010,4306,102,Administración y Finanzas
2010,4306,103,Administración de Proyectos
2010,4306,201,Mantenimiento Periodico Vial
2010,4306,202,Mantenimiento Rutinario Vial
2010,4306,203,Señalización y Seguridad Vial
2010,4306,204,Mantenimiento de Puentes y Obras de Paso
2010,4306,206,Mejoramiento de Caminos Rurales
2010,4306,301,Amortización de Endeudamiento
2010,4306,401,REPARACION DE PUENTES Y OBRAS DE PASO
2010,4306,402,OBRAS DE MITIGACION EN VIAS PAV Y NO PAV
2010,4400,101,Dirección Superior
2010,4400,102,Administración General
2010,4400,103,Gestión y Planificación Institucional
2010,4400,201,Manejo Sostenible de los Recursos Naturales
2010,4400,202,"Evaluación, Control y Seguimiento Ambiental"
2010,4400,203,Prevención y Reducción del Riesgo
2010,4400,301,Fondo Ambiental de El Salvador
2010,4400,302,Fundación Ambientalista de Santa Ana
2010,4400,401,Consolidación y Administración de Areas Protegidas
2010,4400,402,Programa de Descontaminación de Areas Críticas
2010,4400,501,Programa Nacional de Reducción de Riesgo
2010,4600,101,Dirección Superior
2010,4600,201,Instituto Salvadoreño de Turismo
2010,4600,202,Corporación Salvadoreña de Turismo
2010,4601,101,Administración General
2010,4601,201,Mantenimiento de Turicentros y Parques
2010,4601,301,Infraestructura
2010,4602,101,Dirección y Administración
2010,4602,102,Desarrollo y Promoción Turística
2010,4602,103,Proyectos de Inversión Turística
2011,100,101,Dirección Superior
2011,100,102,Administración de Recursos Humanos
2011,100,103,Administración Financiera Institucional
2011,100,201,"Pleno, Comisiones y Asistencia Legislativa"
2011,100,301,Financiamiento al Programa de Modernización (Contrapartida)
2011,200,101,Dirección Superior
2011,200,102,Administración General
2011,200,201,Auditoría
2011,200,202,Juicio de Cuentas
2011,300,101,Dirección Superior
2011,300,102,Dirección General
2011,300,103,Asesoría y Apoyo Superior
2011,300,104,Administración General
2011,300,201,Organización y Registro Electoral
2011,300,202,Capacitación Electoral y Fortalecimiento Democrático
2011,300,203,Fiscalización Electoral
2011,300,301,Registro Nacional de las Personas Naturales
2011,300,401,Gastos Imprevistos
2011,301,101,Dirección Superior
2011,301,102,Administración y Gestión Financiera
2011,301,201,Registro e Identificación de las Personas Naturales
2011,400,101,Dirección Superior
2011,400,102,Unidad Financiera Institucional
2011,400,103,Resolución de Peticiones
2011,400,104,Actualización y Control de Registro
2011,400,105,Unidad de Conflictos Colectivos y Económicos
2011,400,201,Gastos Imprevistos
2011,500,101,Dirección Superior
2011,500,102,Administración General
2011,500,103,Unidad Financiera Institucional
2011,500,104,Secretaría para Asuntos Legislativos y Jurídicos
2011,500,105,Consejo Nacional de Seguridad Pública
2011,500,106,Servicio de Becas
2011,500,107,Innovación Tecnológica e Informática
2011,500,108,Prevención Social de la Violencia con Participación Juvenil (Donación Comunidad Europea)
2011,500,109,Prevención Social de la Violencia con Participación Juvenil (Contrapartida)
2011,500,201,Servicio de Comunicación  Oficial de la Presidencia
2011,500,202,Canal 10 Televisión Educativa y Cultural
2011,500,203,Radio Nacional de El Salvador
2011,500,301,Asuntos Estratégicos
2011,500,302,Programas de Desarrollo Comunitario
2011,500,401,Inclusión Social
2011,500,402,División de Asistencia  Alimentaria
2011,500,403,Ciudad Mujer
2011,500,501,Asistencia Técnica
2011,500,502,Pago de IVA
2011,500,503,Programa de Atención Integral de Asentamientos Productivos en Pequeña Escala
2011,500,504,Consejo Económico y Social
2011,500,505,Apoyo al Diseño y Desarrollo del Sistema de Protección Social Universal (Préstamo BIRF No.7811-SV)
2011,500,601,Dirección y Administración
2011,500,602,Servicios Culturales Nacionales
2011,500,603,Subsidio a Instituciones Culturales
2011,500,701,Instituto Nacional de los Deportes de El Salvador
2011,500,702,"Instituto Salvadoreño para el Desarrollo de la Mujer, Gastos Corrientes"
2011,500,703,"Instituto Salvadoreño para el Desarrollo de la Mujer, Gastos de Capital"
2011,500,801,Entes Privados
2011,500,802,Consejo Nacional de Atención Integral a la Persona Discapacitada
2011,500,803,Consejo Nacional para el Desarrollo Sostenible
2011,500,804,Comisión Nacional de Promoción de Exportaciones e Inversiones
2011,500,901,Gastos Imprevistos
2011,501,101,Dirección Superior
2011,501,102,Administración General
2011,501,103,Unidad Financiera Institucional
2011,501,201,Deporte Comunal
2011,501,202,Promoción Deportiva
2011,501,203,Ciencias Aplicadas al Deporte
2011,501,204,Deporte de Alto Rendimiento
2011,501,205,Residencia Deportiva
2011,504,101,Administración General
2011,504,102,Unidad Financiera Institucional
2011,504,201,Políticas para el Desarrollo de las Mujeres y la Igualdad de Género
2011,504,202,"Prevención, Atención y Erradicación de la Violencia de Género Contra las Mujeres"
2011,504,203,Atención de Compromisos Internacionales sobre Derechos Humanos de las Mujeres
2011,504,301,Inversión en Equipamiento
2011,507,101,Dirección Superior y Administración
2011,507,201,"Actividades de Educación, Capacitación y Desarrollo Comunitario"
2011,507,301,"Producción, Inversión y Servicios Financieros"
2011,507,401,Construcción carretera del Norte y Rehabilitación de Caminos Rurales
2011,507,501,Seguimiento y Evaluación
2011,537,101,Dirección Superior y Ejecutiva
2011,537,102,Finanzas
2011,537,103,Administración
2011,537,201,Otorgamiento y Recuperacion de Créditos
2011,551,101,Dirección Superior y Administración Institucional
2011,551,102,Promoción de Inversiones Extranjeras
2011,551,103,Promoción de Exportaciones
2011,600,101,Dirección Superior y Administracion
2011,600,201,Gestión Operativa Institucional
2011,600,301,Gastos Imprevistos
2011,700,101,Dirección Superior
2011,700,102,Inversión y Crédito Público
2011,700,103,Administración General
2011,700,104,Sistema de Administración Financiera Integrada
2011,700,201,Dirección y Apoyo Administrativo
2011,700,202,Conducción del Proceso Presupuestario
2011,700,301,Dirección y Apoyo Institucional
2011,700,302,Fiscalización
2011,700,303,Asistencia Técnica y Registro Tributario
2011,700,401,Apoyo Administrativo y Financiero
2011,700,402,Apoyo Operativo
2011,700,403,Servicios de Aduana
2011,700,501,Dirección y Administración Superior
2011,700,502,Percepción y Administración de Ingresos del Tesoro Público
2011,700,503,Transferencia de Fondos por Egresos Presupuestarios y Otros Fondos de Manejo Especial
2011,700,601,Dirección y Administración
2011,700,602,Consolidación y Generación de Informes
2011,700,603,Asistencia Técnica Contable
2011,700,701,Dirección y Soporte Administrativo
2011,700,702,Servicios Técnicos Tributarios y de Aduanas
2011,700,801,"Construcción, Reconstrucción, Remodelación, Equipamiento de Instalaciones y Adquisición de Inmuebles"
2011,700,802,Remodelación de Infraestructura Recreativa
2011,700,901,Gastos Imprevistos
2011,700,1001,Fondo Para el Desarrollo Económico y Social de los Municipios-Gastos Corrientes
2011,700,1002,Fondo para el Desarrollo Económico y Social de los Municipios-Gastos de Capital
2011,700,1101,Atención de Gastos Administrativos
2011,700,1201,Recuperación de Lisiados
2011,700,1301,Fideicomiso Especial de Desarrollo Agropecuario
2011,700,1401,Fondo de Amortización del Sistema de Pensiones Público
2011,700,1402,Fideicomiso de Obligaciones Previsionales
2011,700,1501,Clases Pasivas
2011,700,1502,Aportes al Régimen General de Salud del ISSS
2011,700,1503,Contribuciones a Organismos Internacionales
2011,700,1504,Provisión para Devolución de Ingresos de Años Anteriores
2011,700,1505,Devolución IVA a Exportadores
2011,700,1506,Incentivo Fiscal  a las Exportaciones
2011,700,1507,Seguro de Vida de los Empleados Públicos
2011,700,1508,Litigios Judiciales
2011,700,1509,Anticipo Deuda Política
2011,700,1601,Apoyo al Fondo de Inversión Nacional en Electricidad y Telefonía
2011,700,1701,Programas de Comunidades Solidarias Rurales
2011,700,1702,Programa de Comunidades Solidarias Urbanas
2011,700,1703,Apoyo al Desarrollo Local
2011,700,1801,Financiamiento de Contrapartidas Fondos del Milenio
2011,700,1901,Mitigación y Prevención de Desastres
2011,700,2001,Subsidios Varios
2011,700,2101,Intereses Deuda Interna
2011,700,2102,Amortización Deuda Interna
2011,700,2201,Intereses Deuda Externa
2011,700,2202,Amortización Deuda Externa
2011,700,2301,Apoyo a Gobiernos Locales
2011,700,2401,Modernizacion de la administracion tributaria
2011,700,2402,Modernizacion del gasto publico y de la administracion financiera
2011,700,2403,Apoyo a iniciativas piloto de manejo de informacion y transparencia del sector publico
2011,700,2404,Fortalecimiento Institucional
2011,700,2501,Financiamiento al Presupuesto Especial Extraordinario para el Evento Electoral de
2011,701,101,Dirección Superior
2011,701,102,Administración General y Financiera
2011,701,201,Lotería Tradicional
2011,701,202,Lotería Instantánea
2011,701,301,Sistema de Lotería Tradicional
2011,701,302,Sistema de Lotería Instantánea
2011,701,401,Productos de  Lotería Tradicional
2011,701,402,Productos de Loteria Instantánea
2011,701,501,Construcción y Remodelación de Instalaciones
2011,702,101,Dirección Superior y Administración Institucional
2011,702,102,Gestión Financiera
2011,702,201,"Pago de Pensiones Sistema Tradicional, INPEP"
2011,702,202,Pago de Pensiones Sistema Temporal
2011,702,203,Pago de Jubilaciones y Pensiones Civiles del Estado
2011,702,204,Pago de Pensiones Coordinadas con el ISSS
2011,702,205,"Pago de Pensiones Sistema Tradicional, Fideicomiso"
2011,703,101,Tesoro Publico
2011,800,101,Dirección Superior
2011,800,102,Servicios Generales
2011,800,103,Protocolo y Ordenes
2011,800,104,Unidad de Comunicaciones
2011,800,105,Unidad de Auditoría Interna
2011,800,106,Asuntos Jurídicos
2011,800,107,Derechos Humanos
2011,800,108,Instituto de Formación Diplomática
2011,800,109,Planificación y Desarrollo Institucional
2011,800,110,Tecnologías de la Información y Comunicaciones
2011,800,201,Representaciones Diplomáticas
2011,800,202,Representaciones Consulares
2011,800,203,Coordinación del Servicio Exterior
2011,800,204,Migración y Desarrollo
2011,800,301,Política Exterior
2011,800,302,Desarrollo Social Integral
2011,800,401,Asuntos Limítrofes y Fronterizos
2011,800,501,Cooperación Externa para el Desarrollo
2011,800,502,Relaciones Económicas
2011,800,601,Gastos Imprevistos
2011,900,101,Administración Superior
2011,900,102,Gestión Financiera Institucional
2011,900,201,Operaciones del Ejército y de Apoyo Institucional
2011,900,202,Operaciones de la Fuerza Aérea
2011,900,203,Operaciones de la Fuerza Naval
2011,900,204,Operaciones del Estado Mayor Presidencial
2011,900,301,Instituto de Previsión Social de la Fuerza Armada
2011,900,401,Infraestructura Física
2011,900,402,Equipamiento Institucional
2011,900,403,Reparación de Instalaciones Militares
2011,900,501,Gastos Imprevistos
2011,900,601,Apoyo a Tareas de Atención a Emergencia Nacional por Depresión Tropical 12E
2011,902,101,Dirección Superior
2011,902,102,Administración General y Financiera
2011,902,201,Suministros a Sanidad Militar
2011,902,202,Comercialización
2011,902,301,Tiitulos Valores
2011,1500,101,Dirección Superior y Administración
2011,1500,201,Selección  de Magistrados y Jueces
2011,1500,202,Evaluación de Magistrados y Jueces
2011,1500,301,Escuela de Capacitación Judicial
2011,1500,401,Gastos Imprevistos
2011,1600,101,Dirección Superior
2011,1600,102,Administración  y Finanzas
2011,1600,201,Administración de Asuntos Juridicos
2011,1600,202,Administración del Instituto de Medicina Legal
2011,1600,203,Peritaje
2011,1600,301,Administración de Justicia en Salas
2011,1600,302,Administración de Justicia en Tribunales y Centros Judiciales Integrados
2011,1600,401,Infraestructura Físicas
2011,1700,101,Dirección y Administración
2011,1700,201,Delitos Contra la Sociedad
2011,1700,301,Acciones Legales a Favor del Estado
2011,1700,401,Gastos Imprevistos
2011,1700,501,Intervención de las Telecomunicaciones
2011,1800,101,Dirección y  Administración
2011,1800,201,"Defensa de la Familia, Niñez y Adolescencia"
