Año,Oficina,Nombre de la oficina,Nivel,Clasificador,2. Propuesto,3. Aprobado,4. Modificado,5. Devengado
2015,3234,CRUZ ROJA SALVADORE¥A,Descentralizadas,,,3086600.0,3086600.0,2244863.78
2015,3235,FONDO SOLIDARIO PARA LA SALUD (FOSALUD),Descentralizadas,,,39775000.0,39775000.0,39483588.65
2015,3266,DIRECCION NACIONAL DE MEDICAMENTOS (DNM),Descentralizadas,,,7204855.0,7204855.0,6548431.99
2015,3300,RAMO DE TRABAJO Y PREVISION SOCIAL,Gobierno central,,,15341850.0,15341850.0,14857910.57
2015,3301,INSTITUTO SALVADOREÑO DE FOMENTO COOPERATIVO (INSAFOCOOP),Descentralizadas,,,1320600.0,1320600.0,1313796.3
2015,3302,INSTITUTO SALV. DE FORMACION PROFESIONAL (INSAFORP),Descentralizadas,,,43440100.0,43440100.0,35708802.74
2015,3303,INSTITUTO SALVADORE¥O DEL SEGURO SOCIAL (ISSS),Descentralizadas,,,765138770.0,765138770.0,722127867.12
2015,3304,FDO PROTEC LISIADOS Y DISCAP.A CONSEC.DELCONFLICTO ARMADO,Descentralizadas,,,46720310.0,48070083.45,48052932.66
2015,4100,RAMO DE ECONOMIA,Gobierno central,,,139819370.0,115787909.46,111410566.98
2015,4101,CENTRO INTERNACIONAL DE FERIAS Y CONVENCIONES D E.S.- CIFCES,Descentralizadas,,,6263915.0,7090710.0,6011163.71
2015,4106,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LEMPA  (CEL),Descentralizadas,,,441909445.0,541933519.41,448090843.42
2015,4109,SUPERINTENDENCIA GRAL.DE ELECT. Y TELECOMUNICACIONES (SIGET),Descentralizadas,,,14324900.0,14324900.0,11419762.38
2015,4112,CORPORACION SALVADORE¥A DE INVERSIONES  (CORSAIN),Descentralizadas,,,9384175.0,9384175.0,4998784.79
2015,4114,CENTRO NACIONAL DE REGISTROS   (CNR),Descentralizadas,,,48104830.0,48104830.0,44513481.89
2015,4115,FONDO DE INVERSION NAC. EN ELECTRICIDAD Y TELEFONIA (FINET),Descentralizadas,,,795195.0,174860695.0,131785458.59
2015,4116,CONSEJO SALV. DE LA AGROINDUSTRIA AZUCARERA (CONSAA),Descentralizadas,,,1203220.0,1203220.0,877856.18
2015,4117,SUPERINTENDENCIA DE COMPETENCIA  (SC),Descentralizadas,,,2556810.0,2556810.0,2254521.06
2015,4118,DEFENSORIA DEL CONSUMIDOR (DC),Descentralizadas,,,5647100.0,5788185.0,5741555.43
2015,4119,Consejo Nacional de Energía,Descentralizadas,,,1891311.28,1891311.28,1982911.81
2015,4120,CONSEJO NACIONAL DE CALIDAD (CNC),Descentralizadas,,,2649325.0,2649325.0,1408990.54
2015,4133,CONSEJO DE VIGILANCIA LA PROF. CONTAD.PUBLICA Y AUD (CVPCPA),Descentralizadas,,,290870.0,304764.0,274618.63
2015,4147,FONDO DE EMERGENCIA PARA EL CAFE (FEC),Descentralizadas,,,1075202.0,1075202.0,174709.94
2015,4154,COMISION NACIONAL DE LA MICRO Y PEQUEÑA EMPRESA (CONAMYPE),Descentralizadas,,,7736084.5,10261425.32,8605834.45
2015,4200,RAMO DE AGRICULTURA Y GANADERIA,Gobierno central,,,83315421.95,118212271.96,96686622.25
2015,4202,CENTRO NAC. DE TECNOLOGIA AGROPECUARIA Y FORESTAL (CENTA),Descentralizadas,,,13635906.63,13943906.63,12013235.65
2015,4203,ESCUELA NACIONAL DE AGRICULTURA (ENA),Descentralizadas,,,3058308.0,3456823.0,3188057.72
2015,4206,CONSEJO SALVADOREÑO DEL CAFE,Descentralizadas,,,1593415.0,1593415.0,1373866.24
2015,4231,INSTITUTO SALVADORE¥O DE TRANSFORMACION AGRARIA (ISTA),Descentralizadas,,,14375887.89,14375887.89,14130421.69
2015,4300,"RAMO DE OBRAS PUBLICAS, TRANSPORTE y VIVIENDA Y DESARR URB",Gobierno central,,,271799882.54,291532424.7,262540439.43
2015,4301,ADMINISTRACION NAC. DE ACUEDUCTOS Y ALCANTARILLADOS (ANDA),Descentralizadas,,,146688209.0,162842424.22,152613386.75
2015,4302,FONDO SOCIAL PARA LA VIVIENDA (FSV),Descentralizadas,,,204880725.0,204880725.0,197158031.14
2015,4303,COMISION EJECUTIVA PORTUARIA AUTONOMA (CEPA),Descentralizadas,,,116304690.0,116304690.0,100780033.24
2015,4304,AUTORIDAD DE AVIACION CIVIL (AAC),Descentralizadas,,,3008450.0,3008450.0,2896456.61
2015,4305,FONDO NACIONAL DE VIVIENDA POPULAR  (FONAVIPO),Descentralizadas,,,62907965.4,42437955.7,39974729.39
2015,4306,FONDO DE CONSERVACION VIAL (FOVIAL),Descentralizadas,,,170452130.0,230113252.24,139305958.65
2015,4307,AUTORIDAD MARITIMA PORTUARIA (AMP),Descentralizadas,,,2950890.0,3600890.0,3280551.58
2015,4400,RAMO DE MEDIO AMBIENTE Y RECURSOS NATURALES,Gobierno central,,,21133823.07,23169364.07,19955808.97
2015,4401,FONDO AMBIENTAL DE EL SALVADOR (FONAES),Descentralizadas,,,3814851.61,3889380.61,1898789.47
2015,4600,RAMO DE TURISMO,Gobierno central,,,17025335.0,17625335.0,16209646.32
2015,4601,INSTITUTO SALVADOREÑO DE TURISMO  (ISTU),Descentralizadas,,,5028795.0,5028795.0,4938725.71
2015,4602,CORPORACION SALVADOREÑA DE TURISMO  (CORSATUR),Descentralizadas,,,13697505.0,13697505.0,12953340.1
2015,5101,OBLIGACIONES Y TRANSFERENCIAS GENERALES DEL ESTADO,Descentralizadas,,,657473465.0,682200567.0,666335508.39
2015,5201,DIRECCION GENERAL DE CREDITO PUBLICO,Descentralizadas,,,790573070.0,793726323.0,793726320.46
2016,0100,ASAMBLEA LEGISLATIVA,Gobierno central,,,59000000.0,59709528.45,57076858.81
2016,0200,CORTE DE CUENTAS DE LA REPUBLICA,Gobierno central,,,38785170.0,38785170.0,37569716.9
2016,0300,TRIBUNAL SUPREMO ELECTORAL,Gobierno central,,,16621840.0,20845909.58,19021845.87
2016,0301,REGISTRO NACIONAL DE LAS PERSONAS NATURALES  (RNPN),Descentralizadas,,,15634155.0,15634155.0,15241709.75
2016,0400,TRIBUNAL DE SERVICIO CIVIL,Gobierno central,,,852160.0,798160.0,780372.78
2016,0500,PRESIDENCIA DE LA REPUBLICA,Gobierno central,,,133408677.02,140698324.02,123643334.38
2016,0501,INSTITUTO NACIONAL DE LOS DEPORTES DE EL SALVADOR (INDES),Descentralizadas,,,13451945.0,15462745.0,13839081.21
2016,0504,INSTITUTO SALVADORE¥O P EL DESARROLLO DE LA MUJER (ISDEMU),Descentralizadas,,,5293445.0,5164970.0,5108452.78
2016,0535,FONDO DE INV.SOCIAL P EL DESARROLLO LOCAL DE E.S.(FISDL),Descentralizadas,,,66677825.0,80725521.0,70984323.98
2016,0537,FONDO SOLIDARIO P  LA FAMILIA MICROEMPRESARIA (FOSOFAMILIA),Descentralizadas,,,4298659.0,3390341.77,3022039.77
2016,0551,COMISION NAC DE PROMOCION DE EXPORT E INVERSIONES (CONADEI),Descentralizadas,,,6263235.0,6443235.0,4559026.21
2016,0600,TRIBUNAL DE ÉTICA GUBERNAMENTAL,Gobierno central,,,2358600.0,2315350.0,2275348.79
2016,0650,INSTITUTO DE ACCESO A LA INFORMACION PUBLICA (IAIP),Descentralizadas,,,1452700.0,1425700.0,1290328.78
2016,0700,RAMO DE HACIENDA,Gobierno central,,,111941850.0,107246671.0,97935105.81
2016,0701,LOTERIA NACIONAL DE BENEFICENCIA  (LNB),Descentralizadas,,,50974650.0,50974650.0,38855368.24
2016,0702,INSTITUTO NAC.DE PENSIONES DE LOS EMPLEADOS PUBLICOS (INPEP),Descentralizadas,,,301625490.0,307405540.0,288798289.65
2016,0704,FONDO SALVADORE¥O PARA ESTUDIOS DE PREINVERSION (FOSEP),Descentralizadas,,,11238125.0,11238125.0,6609333.9
2016,0800,MINSTERIO DE RELACIONES EXTERIORES,Gobierno central,,,47287322.18,49309774.18,47768187.21
2016,0900,RAMO DE LA DEFENSA NACIONAL,Gobierno central,,,165772505.0,173433464.41,171569920.83
2016,0901,INSTITUTO DE PREVISION SOCIAL DE LA FUERZA ARMADA (IPSFA),Descentralizadas,,,127209216.88,125825853.6,106033416.31
2016,0902,CENTRO FARMACEUTICO DE LA FUERZA ARMADA (CEFAFA),Descentralizadas,,,15348300.0,16511100.0,12019095.46
2016,1500,CONSEJO NACIONAL DE LA JUDICATURA,Gobierno central,,,6283295.0,6283295.0,5966927.5
2016,1600,CORTE SUPREMA DE JUSTICIA,Gobierno central,,,265470995.0,263452013.0,245300268.12
2016,1601,CAJA MUTUAL DEL ABOGADO DE EL SALVADOR (CAMUDASAL),Descentralizadas,,,1316972.0,1634481.14,1240671.87
2016,1700,FISCALIA GENERAL DE LA REPUBLICA,Gobierno central,,,68275112.83,68044240.82,49858490.0
2016,1800,PROCURADURIA GENERAL DE LA REPUBLICA,Gobierno central,,,25446329.69,25446329.69,25443368.3
2016,1900,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno central,,,10779430.7,10779430.7,9813361.36
2016,2300,RAMO DE GOBERNACION,Gobierno central,,,37158002.96,39881400.77,35387865.24
2016,2303,INSTITUTO SALVADORE¥O DE DESARROLLO MUNICIPAL (ISDEM),Descentralizadas,,,352875100.0,364301930.0,353741077.74
2016,2400,RAMO DE SEGURIDAD PUBLICA Y JUSTICIA,Gobierno central,,,508866612.0,495377592.63,462913493.51
2016,2401,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA   (ANSP),Descentralizadas,,,12113000.0,11712615.0,11501368.11
2016,2402,UNIDAD TECNICA EJECUTIVA DEL SECTOR JUSTICIA  (UTE),Descentralizadas,,,4973902.71,4930539.71,5231622.36
2016,2403,CONSEJO NACIONAL DE ADMINISTRACION DE BIENES (CONAB),Descentralizadas,,,1697040.0,1451806.0,1101218.12
2016,3100,RAMO DE EDUCACION,Gobierno central,,,943527147.0,953771285.03,951910547.35
2016,3105,CAJA MUTUAL DE LOS EMPLEADOS DEL MINISTERIO DE EDUCACION,Descentralizadas,,,10298580.0,10298580.0,8418107.4
2016,3106,INST.SALV. P EL DESARR.INTEG DE LA NIÑEZ Y ADOLESC   (ISNA),Descentralizadas,,,21096080.0,23096080.0,22378948.44
2016,3107,INSTITUTO SALVADOREÑO DE BIENESTAR MAGISTERIAL - ISBM,Descentralizadas,,,58805615.0,67552181.65,55641145.56
2016,3108,CONSEJO NACIONAL DE LA NIÑEZ Y ADOLESCENCIA (CONNA),Descentralizadas,,,6415595.0,6371595.0,6257491.13
2016,3131,UNIVERSIDAD DE EL SALVADOR (UES),Descentralizadas,,,103744190.0,114793812.59,83433851.05
2016,3200,RAMO DE SALUD PUBLICA,Gobierno central,,,639823992.82,650773692.43,628110580.52
2016,3201,HOSPITAL NACIONAL ROSALES,Descentralizadas,,,48467510.0,44112560.0,43573274.98
2016,3202,HOSPITAL NACIONAL BENJAMIN BLOOM,Descentralizadas,,,32074370.0,29811186.0,29710104.32
2016,3203,"HOSPITAL NACIONAL DE MATERNIDAD DR. RAUL ARGUELLO ESCOLAN""",Descentralizadas,,,17935220.0,17208256.0,17184330.86
2016,3204,"HOSPITAL NACIONAL PSIQUIATRICO DR.JOSE MOLINA MARTINEZ""",Descentralizadas,,,12696190.0,11696744.0,11470265.89
2016,3205,"HOSPITAL NACIONAL DE NEUMOLOGIA DR. JOSE ANTONIO ZALDAÑA""",Descentralizadas,,,8766650.0,8445215.0,8426032.0
2016,3206,"HOSPITAL NACIONAL SAN JUAN DE DIOS"",  SANTA ANA""",Descentralizadas,,,24072330.0,23101148.0,22913117.47
2016,3207,"HOSPITAL NACIONAL FRANCISCO MENENDEZ"", AHUACHAPAN""",Descentralizadas,,,7946745.0,7730740.0,7713198.21
2016,3208,"HOSPITAL NACIONALDR.JORGE MAZZINI VILLACORTA"", SONSONATE""",Descentralizadas,,,10745915.0,10380856.0,10315985.43
2016,3209,"HOSPITAL NACIONAL DR.LUIS EDMUNDO VASQUEZ"", CHALATENANGO""",Descentralizadas,,,5908200.0,5560582.0,5425458.3
2016,3210,"HOSPITAL NACIONAL SAN RAFAEL"", SANTA TECLA""",Descentralizadas,,,16707090.0,16303958.91,16290917.07
2016,3211,"HOSPITAL NACIONAL SANTA GERTRUDIS"", SAN VICENTE""",Descentralizadas,,,9767430.0,9139643.0,8873938.91
2016,3212,"HOSPITAL NACIONAL SANTA TERESA"", ZACATECOLUCA""",Descentralizadas,,,9087745.0,9058158.0,9030665.33
2016,3213,"HOSPITAL NACIONAL SAN JUAN DE DIOS"", SAN MIGUEL""",Descentralizadas,,,24569405.0,23018953.0,22983280.54
2016,3214,"HOSPITAL NACIONAL SAN PEDRO"", USULUTAN""",Descentralizadas,,,9529530.0,9154331.0,9055239.93
2016,3215,"HOSPITAL NACIONAL DR.JUAN JOSE FERNANDEZ"", DE ZACAMIL""",Descentralizadas,,,15550400.0,14597021.0,14294640.99
2016,3216,"HOSPITAL NACIONAL ENFERM ANGELICA V NAJARRO"", SAN BARTOLO""",Descentralizadas,,,6634540.0,6259020.0,6215364.54
2016,3217,HOSPITAL NACIONAL DE COJUTEPEQUE,Descentralizadas,,,5747940.0,5529106.0,5505801.95
2016,3218,HOSPITAL NACIONAL DE LA UNION,Descentralizadas,,,3350730.0,3158404.17,3106510.22
2016,3219,HOSPITAL NACIONAL DE ILOBASCO,Descentralizadas,,,3809695.0,3642496.0,3585647.4
2016,3220,HOSPITAL NACIONAL DE NUEVA GUADALUPE,Descentralizadas,,,3596590.0,3460120.0,3438802.53
2016,3221,"HOSPITAL NACIONALMONS OSCAR ARNULFO ROMERO,CIUDAD BARRIOS""",Descentralizadas,,,3157405.0,2988657.0,2968750.98
2016,3222,HOSPITAL NACIONAL DE SENSUNTEPEQUE,Descentralizadas,,,3264705.0,3112390.0,3107476.65
2016,3223,HOSPITAL NACIONAL DE CHALCHUAPA,Descentralizadas,,,3927885.0,3745235.0,3723319.06
2016,3224,HOSPITAL NACIONAL DE METAPAN,Descentralizadas,,,3085965.0,2864075.0,2846840.1
2016,3225,HOSPITAL NACIONAL DE SAN FRANCISCO GOTERA,Descentralizadas,,,4276770.0,3989124.7,3963582.2
2016,3226,HOSPITAL NACIONAL DE SANTA ROSA DE LIMA,Descentralizadas,,,4020215.0,3698715.0,3669849.79
2016,3227,HOSPITAL NACIONAL DE  NUEVA CONCEPCIÓN,Descentralizadas,,,3213285.0,3070671.0,3034525.34
2016,3228,"HOSPITAL NACIONAL DR JORGE ARTURO MENA"", SANTIAGO DE MARIA""",Descentralizadas,,,3683385.0,3466035.0,3455596.36
2016,3229,HOSPITAL NACIONAL DE JIQUILISCO,Descentralizadas,,,3462790.0,3519793.0,3460195.18
2016,3230,HOSPITAL NACIONAL DE SUCHITOTO,Descentralizadas,,,2055200.0,1950200.0,1935478.39
2016,3231,CONSEJO SUPERIOR DE SALUD PUBLICA  (CSSP),Descentralizadas,,,2133090.0,2133090.0,2054514.28
2016,3232,INSTITUTO SALVADORE¥O DE REHABILITACION DE INVALIDOS (ISRI),Descentralizadas,,,12629835.0,12701641.73,12604225.16
2016,3233,"HOGAR DE ANCIANOS NARCISA CASTILLO"", SANTA ANA""",Descentralizadas,,,509420.0,522420.0,515457.29
2016,3234,CRUZ ROJA SALVADORE¥A,Descentralizadas,,,3220940.0,3220940.0,2379073.98
2016,3235,FONDO SOLIDARIO PARA LA SALUD (FOSALUD),Descentralizadas,,,39675000.0,39675000.0,38259889.76
2016,3266,DIRECCION NACIONAL DE MEDICAMENTOS (DNM),Descentralizadas,,,7204855.0,7498880.0,6888944.78
2016,3300,RAMO DE TRABAJO Y PREVISION SOCIAL,Gobierno central,,,13690755.0,13540755.0,13254824.98
2016,3302,INSTITUTO SALV. DE FORMACION PROFESIONAL (INSAFORP),Descentralizadas,,,46553500.0,48753500.0,42514162.91
2016,3303,INSTITUTO SALVADORE¥O DEL SEGURO SOCIAL (ISSS),Descentralizadas,,,836821220.0,836821220.0,785710503.08
2016,3304,FDO PROTEC LISIADOS Y DISCAP.A CONSEC.DELCONFLICTO ARMADO,Descentralizadas,,,46892135.0,48513265.0,48477236.89
2016,4100,RAMO DE ECONOMIA,Gobierno central,,,102285928.12,98728210.12,94655080.98
2016,4101,CENTRO INTERNACIONAL DE FERIAS Y CONVENCIONES D E.S.- CIFCES,Descentralizadas,,,7754045.0,7754045.0,7146187.28
2016,4106,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LEMPA  (CEL),Descentralizadas,,,466286575.0,488536616.36,434815602.84
2016,4109,SUPERINTENDENCIA GRAL.DE ELECT. Y TELECOMUNICACIONES (SIGET),Descentralizadas,,,15522615.0,15522615.0,12678326.05
2016,4112,CORPORACION SALVADORE¥A DE INVERSIONES  (CORSAIN),Descentralizadas,,,11470395.0,11470395.0,4572691.54
2016,4114,CENTRO NACIONAL DE REGISTROS   (CNR),Descentralizadas,,,55624870.0,55624870.0,45339158.12
2016,4115,FONDO DE INVERSION NAC. EN ELECTRICIDAD Y TELEFONIA (FINET),Descentralizadas,,,463785.0,93166735.0,91182353.0
2016,4116,CONSEJO SALV. DE LA AGROINDUSTRIA AZUCARERA (CONSAA),Descentralizadas,,,1150000.0,1150000.0,862504.41
2016,4117,SUPERINTENDENCIA DE COMPETENCIA  (SC),Descentralizadas,,,2557540.0,2557540.0,2489875.56
2016,4118,DEFENSORIA DEL CONSUMIDOR (DC),Descentralizadas,,,5650840.0,5650840.0,5560441.02
2016,4119,Consejo Nacional de Energía,Descentralizadas,,,1550273.04,1550273.04,1669148.13
2016,4120,CONSEJO NACIONAL DE CALIDAD (CNC),Descentralizadas,,,2854565.0,2794622.0,2028939.46
2016,4121,INSTITUTO SALVADOREÑO DE FOMENTO COOPERATIVO (INSAFOCOOP),Descentralizadas,,,1322055.0,1344055.0,1332612.37
2016,4133,CONSEJO DE VIGILANCIA LA PROF. CONTAD.PUBLICA Y AUD (CVPCPA),Descentralizadas,,,299865.0,320960.0,304262.82
2016,4154,COMISION NACIONAL DE LA MICRO Y PEQUEÑA EMPRESA (CONAMYPE),Descentralizadas,,,7022948.65,10897798.08,8578908.5
2016,4200,RAMO DE AGRICULTURA Y GANADERIA,Gobierno central,,,87099375.37,100427912.53,88020235.64
2016,4202,CENTRO NAC. DE TECNOLOGIA AGROPECUARIA Y FORESTAL (CENTA),Descentralizadas,,,15767575.04,15767575.04,13640768.77
2016,4203,ESCUELA NACIONAL DE AGRICULTURA (ENA),Descentralizadas,,,2903855.0,2989183.0,2968829.92
2016,4206,CONSEJO SALVADOREÑO DEL CAFE,Descentralizadas,,,1553220.0,1703220.0,1589885.55
2016,4207,FONDO DE EMERGENCIA PARA EL CAFE (FEC),Descentralizadas,,,1119604.0,1119604.0,174283.34
2016,4231,INSTITUTO SALVADORE¥O DE TRANSFORMACION AGRARIA (ISTA),Descentralizadas,,,8811601.24,11816669.92,12779209.54
2016,4300,"RAMO DE OBRAS PUBLICAS, TRANSPORTE y VIVIENDA Y DESARR URB",Gobierno central,,,236259082.0,263217044.85,232123608.75
2016,4301,ADMINISTRACION NAC. DE ACUEDUCTOS Y ALCANTARILLADOS (ANDA),Descentralizadas,,,145225590.0,240299481.34,167908045.49
2016,4302,FONDO SOCIAL PARA LA VIVIENDA (FSV),Descentralizadas,,,209922265.0,224922265.0,185335592.06
2016,4303,COMISION EJECUTIVA PORTUARIA AUTONOMA (CEPA),Descentralizadas,,,148318235.0,171701321.06,128169271.39
2016,4304,AUTORIDAD DE AVIACION CIVIL (AAC),Descentralizadas,,,3612855.0,3612855.0,2821598.99
2016,4305,FONDO NACIONAL DE VIVIENDA POPULAR  (FONAVIPO),Descentralizadas,,,42370025.0,37831439.23,37026746.62
2016,4306,FONDO DE CONSERVACION VIAL (FOVIAL),Descentralizadas,,,164085720.0,202865611.66,115362008.6
2016,4307,AUTORIDAD MARITIMA PORTUARIA (AMP),Descentralizadas,,,3161010.0,3161010.0,2634430.61
2016,4400,RAMO DE MEDIO AMBIENTE Y RECURSOS NATURALES,Gobierno central,,,24912601.8,27778936.8,25567797.35
2016,4401,FONDO AMBIENTAL DE EL SALVADOR (FONAES),Descentralizadas,,,1553675.92,2677568.78,1301601.25
2016,4600,RAMO DE TURISMO,Gobierno central,,,24458240.0,24239240.0,17332956.62
2016,4601,INSTITUTO SALVADOREÑO DE TURISMO  (ISTU),Descentralizadas,,,6143505.0,6240334.0,6001247.97
2016,4602,CORPORACION SALVADOREÑA DE TURISMO  (CORSATUR),Descentralizadas,,,15728510.0,15728510.0,13290626.52
2016,5101,OBLIGACIONES Y TRANSFERENCIAS GENERALES DEL ESTADO,Descentralizadas,,,658383955.0,649686941.39,636312243.97
2016,5201,DIRECCION GENERAL DE CREDITO PUBLICO,Descentralizadas,,,850577955.0,889209239.0,889031038.53
2017,0100,ASAMBLEA LEGISLATIVA,Gobierno central,,,58245100.0,58245100.0,54628019.37
2017,0200,CORTE DE CUENTAS DE LA REPUBLICA,Gobierno central,,,39899195.0,39327981.0,37697489.07
2017,0300,TRIBUNAL SUPREMO ELECTORAL,Gobierno central,,,32184630.0,22603613.18,25698404.83
2017,0301,REGISTRO NACIONAL DE LAS PERSONAS NATURALES  (RNPN),Descentralizadas,,,15634155.0,15634155.0,14870229.1
2017,0400,TRIBUNAL DE SERVICIO CIVIL,Gobierno central,,,797805.0,797805.0,791771.56
2017,0500,PRESIDENCIA DE LA REPUBLICA,Gobierno central,,,126260929.61,137684506.61,131603519.38
2017,0501,INSTITUTO NACIONAL DE LOS DEPORTES DE EL SALVADOR (INDES),Descentralizadas,,,13311065.0,14831675.0,14082532.74
2017,0504,INSTITUTO SALVADORE¥O P EL DESARROLLO DE LA MUJER (ISDEMU),Descentralizadas,,,5326291.81,5326291.81,5104396.65
2017,0535,FONDO DE INV.SOCIAL P EL DESARROLLO LOCAL DE E.S.(FISDL),Descentralizadas,,,67275145.0,76230412.0,60078504.4
2017,0537,FONDO SOLIDARIO P  LA FAMILIA MICROEMPRESARIA (FOSOFAMILIA),Descentralizadas,,,4251850.0,3240468.0,2822078.56
2017,0551,COMISION NAC DE PROMOCION DE EXPORT E INVERSIONES (CONADEI),Descentralizadas,,,6527810.0,6527810.0,5019174.85
2017,0600,TRIBUNAL DE ÉTICA GUBERNAMENTAL,Gobierno central,,,2248005.0,2248005.0,2167452.01
2017,0650,INSTITUTO DE ACCESO A LA INFORMACION PUBLICA (IAIP),Descentralizadas,,,1395870.0,1395870.0,1344252.38
2017,0700,RAMO DE HACIENDA,Gobierno central,,,96526059.0,109184227.0,102320401.42
2017,0701,LOTERIA NACIONAL DE BENEFICENCIA  (LNB),Descentralizadas,,,50994000.0,50994000.0,38104760.7
2017,0702,INSTITUTO NAC.DE PENSIONES DE LOS EMPLEADOS PUBLICOS (INPEP),Descentralizadas,,,321473395.0,321473395.0,304426098.73
2017,0704,FONDO SALVADORE¥O PARA ESTUDIOS DE PREINVERSION (FOSEP),Descentralizadas,,,9113410.0,9113410.0,7329089.76
2017,0800,MINSTERIO DE RELACIONES EXTERIORES,Gobierno central,,,44084155.85,46035585.85,44469367.32
2017,0900,RAMO DE LA DEFENSA NACIONAL,Gobierno central,,,155814390.0,180328597.75,177755977.51
2017,0901,INSTITUTO DE PREVISION SOCIAL DE LA FUERZA ARMADA (IPSFA),Descentralizadas,,,116333275.98,116333275.98,102356108.23
2017,0902,CENTRO FARMACEUTICO DE LA FUERZA ARMADA (CEFAFA),Descentralizadas,,,15495100.0,19293750.0,14970054.57
2017,1500,CONSEJO NACIONAL DE LA JUDICATURA,Gobierno central,,,5989855.0,5757733.0,5754625.03
2017,1600,CORTE SUPREMA DE JUSTICIA,Gobierno central,,,265124932.93,263175864.93,246836120.44
2017,1601,CAJA MUTUAL DEL ABOGADO DE EL SALVADOR (CAMUDASAL),Descentralizadas,,,1250298.0,1401164.02,1023515.47
2017,1700,FISCALIA GENERAL DE LA REPUBLICA,Gobierno central,,,71494607.83,91526008.22,69516206.8
2017,1800,PROCURADURIA GENERAL DE LA REPUBLICA,Gobierno central,,,25783371.0,26215789.0,26165341.15
2017,1900,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno central,,,9441564.0,9674926.0,9718850.0
2017,2300,RAMO DE GOBERNACION,Gobierno central,,,45442491.04,44218735.17,40758476.28
2017,2303,INSTITUTO SALVADORE¥O DE DESARROLLO MUNICIPAL (ISDEM),Descentralizadas,,,350661675.0,365718170.0,353356580.91
2017,2400,RAMO DE SEGURIDAD PUBLICA Y JUSTICIA,Gobierno central,,,507152418.54,578784128.4,543830803.35
2017,2401,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA   (ANSP),Descentralizadas,,,10815521.0,11662993.0,11656560.68
2017,2402,UNIDAD TECNICA EJECUTIVA DEL SECTOR JUSTICIA  (UTE),Descentralizadas,,,4980081.09,5528301.09,5491235.37
2017,2403,CONSEJO NACIONAL DE ADMINISTRACION DE BIENES (CONAB),Descentralizadas,,,2372991.0,2204136.0,1375733.69
2017,3100,RAMO DE EDUCACION,Gobierno central,,,954642022.8,976417321.8,958392782.6
2017,3105,CAJA MUTUAL DE LOS EMPLEADOS DEL MINISTERIO DE EDUCACION,Descentralizadas,,,10350170.0,10350170.0,7383241.9
2017,3106,INST.SALV. P EL DESARR.INTEG DE LA NIÑEZ Y ADOLESC   (ISNA),Descentralizadas,,,20201180.0,20201180.0,20956488.53
2017,3107,INSTITUTO SALVADOREÑO DE BIENESTAR MAGISTERIAL - ISBM,Descentralizadas,,,56899650.0,71233919.47,60220627.34
2017,3108,CONSEJO NACIONAL DE LA NIÑEZ Y ADOLESCENCIA (CONNA),Descentralizadas,,,6453748.35,6453748.35,6274186.28
2017,3131,UNIVERSIDAD DE EL SALVADOR (UES),Descentralizadas,,,106404190.0,118374065.46,80375747.61
2017,3200,RAMO DE SALUD PUBLICA,Gobierno central,,,643117615.94,640747664.94,628104368.75
2017,3201,HOSPITAL NACIONAL ROSALES,Descentralizadas,,,43791191.0,41907600.0,41280005.51
2017,3202,HOSPITAL NACIONAL BENJAMIN BLOOM,Descentralizadas,,,29980928.0,30770702.43,30599669.0
2017,3203,"HOSPITAL NACIONAL DE MATERNIDAD DR. RAUL ARGUELLO ESCOLAN""",Descentralizadas,,,16847736.0,17624738.0,17605742.89
2017,3204,"HOSPITAL NACIONAL PSIQUIATRICO DR.JOSE MOLINA MARTINEZ""",Descentralizadas,,,11832155.0,11388584.0,11332826.34
2017,3205,"HOSPITAL NACIONAL DE NEUMOLOGIA DR. JOSE ANTONIO ZALDAÑA""",Descentralizadas,,,8328966.0,8638141.0,8600070.39
2017,3206,"HOSPITAL NACIONAL SAN JUAN DE DIOS"",  SANTA ANA""",Descentralizadas,,,22358888.0,22464487.74,22418210.6
2017,3207,"HOSPITAL NACIONAL FRANCISCO MENENDEZ"", AHUACHAPAN""",Descentralizadas,,,8027320.0,8084772.0,8008200.88
2017,3208,"HOSPITAL NACIONALDR.JORGE MAZZINI VILLACORTA"", SONSONATE""",Descentralizadas,,,10027706.0,10304734.0,10263033.55
2017,3209,"HOSPITAL NACIONAL DR.LUIS EDMUNDO VASQUEZ"", CHALATENANGO""",Descentralizadas,,,5897105.0,5687679.0,5564711.44
2017,3210,"HOSPITAL NACIONAL SAN RAFAEL"", SANTA TECLA""",Descentralizadas,,,15725730.0,17059214.61,17043224.72
2017,3211,"HOSPITAL NACIONAL SANTA GERTRUDIS"", SAN VICENTE""",Descentralizadas,,,9118708.0,9105394.0,8915928.17
2017,3212,"HOSPITAL NACIONAL SANTA TERESA"", ZACATECOLUCA""",Descentralizadas,,,8522752.0,8969757.0,8952812.74
