Institución,Código del proceso/Tipo,Nombre del proceso,Inscripción,Fecha de Convocatoria,Tipo Cotización
Municipalidad de Apopa,20200109  Libre gestión,ADQUISICIÓN DE REFRIGERIOS PARA DEPARTAMENTO DE GESTIÓN DEL RIESGO,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200037  Libre gestión,MEDICAMENTOS,No Vigente,24/02/2020,Presencial
"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",DR CAFTA LA 61/2020 MINEDUCYT GOES  Licitación/Concurso,"SERVICIOS DE ENLACES DE DATOS E INTERNET PARA EL MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA (MINEDUCYT) DEL PERIODO DE MAYO A DICIEMBRE DE 2020",No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200254  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO ""TÉCNICO LABORATORISTA EN PRUEBA DE SUELO""",No Vigente,24/02/2020,Presencial
Municipalidad de San Fernando(Morazan),20200006  Libre gestión,"LG 06/2020 DE TÉCNICO DE PORCINO-CULTURA PARA COMPRA DE SERVICIOS DE CAPACITACIÓN,",No Vigente,24/02/2020,Presencial
Fondo Nacional de Vivienda Popular (FONAVIPO),20200109  Libre gestión,COMPRA DE MATERIALES DE FERRETERÍA PARA EFECTUAR REPARACIONES EN EL EDIFICIO FONAVIPO,No Vigente,24/02/2020,Presencial
Municipalidad de San Fernando(Morazan),20200002  Libre gestión,"SERVICIOS DE TÉCNICO PARA COMPRA DE SERVICIOS DE CAPACITACIÓN, PARA EL ´PROYECTO PLAN DE INCLUSIÓN PRODUCTIVA FISDL",No Vigente,24/02/2020,Presencial
Corte Suprema de Justicia (CSJ),20200064  Libre gestión,"SUMINISTRO DE MATERIAL, INSTRUMENTAL E INSUMO ODONTOLÓGICO AÑO 2020. Ver detalles en documento adjunto.",No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200173  Libre gestión,Viñetas para identificación de bienes,No Vigente,24/02/2020,Presencial
Dirección Nacional de Medicamentos (DNM),20200011  Libre gestión,ADQUISICION DE CEPAS SEMILLAS DE PASE CERO PARA ANALISIS DE MEDIOS DE CULTIVO PARA EL LABORATORIO DE MICROBIOLOGIA,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Dr. Jorge Arturo Mena"", Santiago de María, Usulután",20200015  Libre gestión,MATERIALES DE LIMPIEZA,No Vigente,24/02/2020,Presencial
Autoridad Marítima Portuaria (AMP),20200011  Libre gestión,SERVICIO DE VIGILANCIA 2020,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200257  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO ""APRENDIZAJE BASADO EN PROBLEMAS""",No Vigente,24/02/2020,Presencial
Centro Nacional de Registros (CNR),20200045  Libre gestión,ALFOMBRA TIPO NOMADA ATRAPA MUGRE COLOR AZUL,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Enfermera Angélica Vidal de Najarro"", San Bartolo, San Salvador",20200027  Libre gestión,COMPRA DE ESTANTES METÁLICOS PARA UFI DEL HNSB,No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200181  Libre gestión,"216 unidad luminaria led tipo cobra de 150 watts , 100 - 240 vac, ul. Especificaciones: incluye brazo de montaje a poste y fotocelda., 800 unidad foco led 9.5 watts100 a 240 vca, 60hz base e27 . Especificaciones: .",No Vigente,24/02/2020,Presencial
Ministerio de Salud (MINSAL),CI-PRIDESII-158-3CV-CI-MINSAL  Licitación/Concurso,SERVICIOS DE CONSULTORÍA EN ARQUITECTURA Y ACTIVIDADES DE DIBUJO TÉCNICO DE INFRAESTRUCTURAS FINANCIADAS CON PRIDES II,No Vigente,24/02/2020,Presencial
Municipalidad de Metapán,20200050  Libre gestión,MATERIALES DE FERRETERIA: PARA EL PROYECTO 20005 CONSTRUCCION DE TUBOS DE CONCRETO REFORZADO PARA AGUAS LLUVIAS Y PROTECCION DETALUDES AL CASERIO EL ROBLE METAPAN.,No Vigente,24/02/2020,Presencial
Ministerio de Agricultura y Ganadería (MAG),20200018  Libre gestión,"SERVICIO DE TELEFONIA FIJA, TELEFONIA MOVIL E INTERNET PARA EL MAG Y SUS DEPENDENCIAS",No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200187  Libre gestión,"2 unidad licencia para software. Especificaciones: licencia de software de dise¿o de plantas fotovoltaicas, especializado para simulaci¿n y dimensionamientos fotovoltaicos",No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200185  Libre gestión,"7 pieza llantas y neumaticos - vehiculos livianos. Especificaciones: 700 r16 lt, radial 12 lonas tipo de grabado direccional",No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Dr. Jorge Arturo Mena"", Santiago de María, Usulután",20200017  Libre gestión,SERVICIO DE ARRENDAMIENTO DE DUPLICADOR DIGITAL.,No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200305  Libre gestión,"PRIMER COMPRA DE MATERIAL DEPORTIVO PARA ATENCION A COMUNIDADES, ESCUELAS DEPORTIVAS Y RECREATIVAS PROGRAMA 1 - 2 ¿ 3",No Vigente,24/02/2020,Presencial
Procuraduría General de la República (PGR),20200023  Libre gestión,OC #20 CJ PUBLICACION CONVOCATORIA LP 03/2020 PAA LA CONTRACIÓN DE POLIZA DE SEGURO COLECTIVO DE VIDA PARA PERSONAL DE LA PGR,No Vigente,24/02/2020,Presencial
Unidad Técnica Ejecutiva del Sector Justicia (UTE),20200023  Libre gestión,"DISEÑO, DIAGRAMACIÓN E IMPRESIÓN DE MEMORIA DE LABORES UTE 2019, PORTADA EN FOLDCOTE C-12 A FULL COLOR AL TIRO, MÁS PLASTICIFACADO BRILLANTE, PÁGINAS INTERIORES EN PAPEL COUCHE B-80 A FULL COLOR AL TIRO Y RETIRO, TAMAÑO 11 X 8.5 DE PULGADA. SE ENTREGARÁ DOCUMENTO EN WORD, TAMAÑO CARTA EL CUAL CONTIENE 54 PÁGINAS.",No Vigente,24/02/2020,Presencial
Municipalidad San José Ojos de Agua,20200044  Libre gestión,COMPRA DE INSUMOS ALIMENTICIOS,No Vigente,24/02/2020,Presencial
Municipalidad de Ciudad Barrios,LP 02/2020/AMCB  Licitación/Concurso,"""SUMINISTRO, SUSTITUCIÓN Y ADICIÓN DE LUMINARIAS DEL ALUMBRADO PUBLICO DEL MUNICIPIO DE CIUDAD BARRIOS, DEPARTAMENTO DE SAN MIGUEL"".",No Vigente,24/02/2020,Presencial
Municipalidad de Apopa,20200106  Libre gestión,ADQUISICIÓN DE MEDICAMENTOS PARA CLÍNICA MUNICIPAL,No Vigente,24/02/2020,Presencial
Centro Farmacéutico de la Fuerza Armada (CEFAFA),20200048  Libre gestión,RENOVACIÓN DE 192 LICENCIAS DE GOB. PARA CONSOLA DE ANTIVIRUS ESET ENDPOINT NOD 32,No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),CEL-CP 04/20  Licitación/Concurso,"SERVICIOS DE LABORATORIO DE MATERIALES PARA ENSAYOS DE CONTRASTE ¿ ETAPA II, PROYECTO HIDROELÉCTRICO EL CHAPARRAL",No Vigente,24/02/2020,Presencial
Municipalidad de Santa Isabel Ishuatán,20200032  Libre gestión,LIMPIEZA Y AFORO DEL PROYECTO MANTENIMIENTO DE POZOS DE ABASTECIMIENTO DE AGUA POTABLE EN EL MUNICIPIO DE SANTA ISABEL ISHUATAN,No Vigente,24/02/2020,Presencial
Fondo Social para la Vivienda (FSV),20200078  Libre gestión,SUMINISTRO DE 15 RÓTULOS DE CHEQUES PARA ENTREGA A FAMILIAS AFECTADAS CON LA CÁRCAVA DE LA RESIDENCIAL SANTA LUCIA VER REQUERIMIENTO,No Vigente,24/02/2020,Presencial
Municipalidad de San Luis La Herradura,20200130  Libre gestión,SERVICIO DE MANTENIMIENTO DE VEHÍCULOS MUNICIPALES 2020,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200253  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO ""FUNDAMENTOS DE INTRODUCCIÓN""",No Vigente,24/02/2020,Presencial
Instituto de Garantía de Depósitos (IGD),20200022  Libre gestión,SERVICIO DE PERSONAL EVENTUAL PARA APOYO A UNIDAD DE TI,No Vigente,24/02/2020,Presencial
Instituto de Garantía de Depósitos (IGD),20200021  Libre gestión,LICENCIAS WINDOWS SERVER DATA CENTER,No Vigente,24/02/2020,Presencial
Municipalidad de San Fernando(Morazan),20200007  Libre gestión,"LG 07/2020 DE TÉCNICO DE HORTALIZA PARA COMPRA DE SERVICIOS DE CAPACITACIÓN, PARA EL PROYECTO DE INCLUSION PRODUCTIVA.",No Vigente,24/02/2020,Presencial
Lotería Nacional de Beneficencia (LNB),20200032  Libre gestión,LG-58/2020 ADQUISICIÓN DE UN ESCÁNER PARA LA LNB,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200035  Libre gestión,"MATERIAL, HERRAMIENTA Y REPUESTO",No Vigente,24/02/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),LP-042/2020-G  Licitación/Concurso,"Licitación Pública N° 2G20000042, denominada: ""CONTRATACIÓN DE SERVICIOS DE MEDICIÓN DE GASES SANGUÍNEOS PARA VARIAS DEPENDENCIAS DEL ISSS""",No Vigente,24/02/2020,Presencial
Ministerio de Gobernación (MIGOB),20200023  Libre gestión,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE DOS ELEVADORES PARA EL MINISTERIO DE GOBERNACIÓN Y DESARROLLO TERRITORIAL,No Vigente,24/02/2020,Presencial
Ministerio de la Defensa Nacional (MDN),20200041  Libre gestión,"ADQUISICIÓN DE TRECE (13) COMPUTADORAS DE ESCRITORIO, DOS (2) COMPUTADORAS LAPTOP Y CATORCE (14) UPS, PARA SER DISTRIBUIDAS EN LAS DIFERENTES DEPENDENCIAS DEL CALFA",No Vigente,24/02/2020,Presencial
Procuraduría General de la República (PGR),LP No. 03/2020  Licitación/Concurso,CONTRATACION DE POLIZA DE SEGURO COLECTIVO DE VIDA PARA PERSONAL DE LA PGR,No Vigente,24/02/2020,Presencial
Ministerio de Justicia y Seguridad Pública,20200111  Libre gestión,ADQUISICION DE INSUMOS PARA LA ELABORACION DE CARNETIZACION INSTITUCIONAL PARA PERSONAL DE LA SECRETARIA DE ESTADO DEL MINISTERIO DE JUSTICIA Y SEGURIDAD PUBLICA,No Vigente,24/02/2020,Presencial
Municipalidad de Tepecoyo,20200017  Libre gestión,"SERVICIO DE SUPERVISION PARA EL PROYECTO: ELECTRIFICACION EN CASERIO EL GRAMAL CANTON LAS FLORES, MUNICIPIO DE TEPECOYO, DEPARTAMENTO DE LA LIBERTAD",No Vigente,24/02/2020,Presencial
Fiscalía General de la República (FGR),20200046  Libre gestión,suministro e instalacion de rotulo y buzones de sugerencia,No Vigente,24/02/2020,Presencial
Academia Nacional de Seguridad Pública,LG-0178-2020  Libre gestión,SERVICIO DE MANTENIMIENTO DE BOMBAS DE COMBUSTIBLE (departamento de Almacenes),No Vigente,24/02/2020,Electrónica
Banco de Fomento Agropecuario (BFA),20200098  Libre gestión,MANTENIMIENTO A MÁQUINAS CONTADORAS DE DINERO,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", San Miguel",20200095  Libre gestión,PILA ALKALINA MEDIANA DE 1.5 V TIPO C,No Vigente,24/02/2020,Presencial
Municipalidad de Apopa,20200105  Libre gestión,ADQUISICIÓN DE MEDICAMENTOS PARA CLÍNICA MUNICIPAL,No Vigente,24/02/2020,Presencial
Centro Farmacéutico de la Fuerza Armada (CEFAFA),20200049  Libre gestión,"COMPRA DE INSUMOS PROTÉSICOS PARA REPARACIÓN DE PRÓTESIS, AÑO 2020",No Vigente,24/02/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200217  Libre gestión,1.IMPRESORA GRADO MEDICO HÍBRIDO ANALOGO /DDIGITAL PARA EQUIPO DE ULTRASONIDO. NOTA: EL OFERENTE DEBE PASAR AL SERVICIO DE RADIOLOGÍA PARA OFERTAR EL PRODUCTO A SUSTITUIR Y DEJARLO FUNCIONANDO.,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200248  Libre gestión,"CONTRATACION PARA EL EVENTO ABIERTO ""ESPECIALIZACION EN PROTOCOLOS OSPF VOLUMEN 1""",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200291  Libre gestión,"CONSULTORIA DE ENSEÑANZA OCUPACIONA, TECNICO EN SERVICIO PARA EL CUIDADO INFANTIL, favor enviar ofertas al correo: asromero@sansalsavador.gob.sv, cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",No Vigente,24/02/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200054  Libre gestión,"¿SUMINISTRO DE CARBÓN ACTIVADO EN POLVO, PARA TRATAMIENTO DE AGUA EN LA PLANTA POTABILIZADORA LAS PAVAS¿.",No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200184  Libre gestión,INSUMOS LUBRICANTES PARA MAQUINARIA PESADA. Ver documento anexo,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200251  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO ""TALLER INTERNACIONAL BIG DATA FUNDAMENTALS""",No Vigente,24/02/2020,Presencial
"Hospital Nacional de Ilobasco, Cabañas",20200038  Libre gestión,CEMENTO PORTLAN,No Vigente,24/02/2020,Presencial
Instituto de Garantía de Depósitos (IGD),20200020  Libre gestión,LICENCIA WINDWOS SERVER DATA CENTER,No Vigente,24/02/2020,Presencial
"Hospital Nacional de Ilobasco, Cabañas",20200037  Libre gestión,UNIFORMES PARA PERSONAL,No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Enfermera Angélica Vidal de Najarro"", San Bartolo, San Salvador",20200025  Libre gestión,SUMINISTRO E INSTALACIÓN DE TECHO PARA EL ÁREA DE CARGA Y DESCARGA DEL ALMACÉN DEL HNSB. FAVOR VER ARCHIVO ANEXO,No Vigente,24/02/2020,Presencial
Fiscalía General de la República (FGR),20200050  Libre gestión,SERVICIO DE ALIMENTACIÓN,No Vigente,24/02/2020,Presencial
Municipalidad de San Fernando(Morazan),20200005  Libre gestión,"LG 05/2020 DE TÉCNICO DE CARPINTERIA PARA COMPRA DE SERVICIOS DE CAPACITACIÓN, PARA EL PROYECTO DE INCLUSION PRODUCTIVA.",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200286  Libre gestión,"Servicios de transporte terrestre con destino EL SALVADOR*-GUATEMALA Y GUATEMALA EL SALVADOR favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,24/02/2020,Presencial
Ministerio de Justicia y Seguridad Pública,20200081  Libre gestión,"MASCARILLAS N-95, GUANTES QUIRURGICOS DE LATEX Y MASCARILLAS RECTANGULARES",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200277  Libre gestión,"Conos de hilo de algodón, yardas de franela y trapeadores de toalla, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,24/02/2020,Presencial
Corte de Cuentas de la República (CCR),20200044  Libre gestión,SUMINISTRO DE ROLLOS DE HILO CRUDO DE ALGODÓN PARA LA CORTE DE CUENTAS DE LA REPÚBLICA,No Vigente,24/02/2020,Presencial
Oficina de Planificación del área metropolitana de San Salvador (OPAMSS),20200041  Libre gestión,Compra de llantas para automotor Toyota Hilux año 2016 (N-13656),No Vigente,24/02/2020,Presencial
Municipalidad de Metapán,20200051  Libre gestión,ADQUISICION DE VIVERES DE PRIMERA NECESIDAD. PARA EL PROYECTO 20204 PROGRAMA DE MANUNTENCION ALIMENTARIA PARA PERSONAS DE ESCASOS RECURSOS ECONOMICOS.,No Vigente,24/02/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200215  Libre gestión,ADENOSINA 3 MG/ML AMPOLLA AMPOLLAS DE MILRINONE 10 MG/ML FRASCOS DE PARACETAMOL 10 MG/ML SOLUCIÓN INYECTABLE I.V. FRASCO X 100 ML.,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),LP-042/2020-Q  Licitación/Concurso,"Licitación Pública N° 2Q20000042, denominada: ""ADQUISICIÓN, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE VENTILADOR DE TRANSPORTE PARA VARIOS CENTROS DE ATENCIÓN DEL ISSS""",No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200178  Libre gestión,Valvulas de bronce,No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200274  Libre gestión,"Rollos de papel higiénico industrial, rollos de papel higienico y rollos de papel toalla, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",No Vigente,24/02/2020,Presencial
Municipalidad de Izalco,LP 01/2020/AMIZ  Licitación/Concurso,"CONSTRUCCION DE PLAZA GASTRONOMICA MUNICIPIO DE IZALCO, DEPARTAMENTO DE SONSONATE",No Vigente,24/02/2020,Presencial
Ministerio de Salud (MINSAL),20200048  Libre gestión,SCLG 050/2020 ADQUISICION DE PHANTOM/FANTOMA PARA ACREDITACION DE EQUIPOS DE MAMOGRAFIAS. FODNO RECURSOS PROPIOS (FAE),No Vigente,24/02/2020,Presencial
Ministerio de Relaciones Exteriores (RR.EE.),20200114  Libre gestión,SUMINISTRO DE REFRIGERIOS PARA NIÑOS Y NIÑAS DEL KINDER DE CENTRO TERNURA DEL MINISTERIO,No Vigente,24/02/2020,Presencial
Superintendencia General de Electricidad y Telecomunicaciones (SIGET),20200068  Libre gestión,"MANTENIMIENTO CORRECTIVO PARA ASCENSOR UBICADO EN EL EDIFICIO PRINCIPAL DE SIGET (CAMBIO DE CONTACTOR Y UN CONTACTO FRONTAL, MÁS 3 METROS DE CABLE DE SINCRONÍA PARA PUERTA; SUMINISTRO E INSTALACIÓN DE FAJA DE OPERADOR DE PUERTA Y SUMINISTRO E INSTALACIÓN DE BOTÓN EN NIVEL 3)",No Vigente,24/02/2020,Presencial
Municipalidad de Santa Tecla,20200036  Libre gestión,SERVICIO DE UNA AGENCIA DE VIAJES PARA LA PROVISION DE PASAJES AL EXTERIOR,No Vigente,24/02/2020,Presencial
"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",DR CAFTA LA/ADACA-UE 90/2020 MINEDUCYT  Licitación/Concurso,"DOTACIÓN DE CANASTA BÁSICA POR MEDIO DE TARJETAS ELECTRÓNICAS DE SUPERMERCADO, PARA PERSONAL TÉCNICO-ADMINISTRATIVO DEL MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA, AÑO 2020",No Vigente,24/02/2020,Presencial
Banco de Fomento Agropecuario (BFA),20200097  Libre gestión,SUMINISTRO E INSTALACION DE MOTOR SD4000 DE 2HP PARA PORTON PRINCIPAL DE OFICINA CENTRAL DEL BFA,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),LP-043/2020-G  Licitación/Concurso,"Licitación Pública N° 2G20000043, denominada: ""ADQUISICIÓN DE TELAS Y PRENDAS CONFECCIONADAS PARA UNIFORMES DEL PERSONAL DEL ISSS""",No Vigente,24/02/2020,Presencial
Unidad Técnica Ejecutiva del Sector Justicia (UTE),20200025  Libre gestión,"DISEÑO, DIAGRAMACIÓN E IMPRESIÓN DE MEMORIA DE LABORES UTE 2019, PORTADA EN FOLDCOTE C-12 A FULL COLOR AL TIRO, MÁS PLASTICIFACADO BRILLANTE, PÁGINAS INTERIORES EN PAPEL COUCHE B-80 A FULL COLOR AL TIRO Y RETIRO, TAMAÑO 11 X 8.5 DE PULGADA. SE ENTREGARÁ DOCUMENTO EN WORD, TAMAÑO CARTA EL CUAL CONTIENE 54 PÁGINAS.",No Vigente,24/02/2020,Presencial
Banco de Desarrollo de El Salvador (BANDESAL),20200118  Libre gestión,Adquisición de destructora de papel para centro de entrenamiento y desrrollo empresarial de BANDESAL,No Vigente,24/02/2020,Presencial
Procuraduría para la Defensa de los Derechos Humanos (PDDH),20200064  Libre gestión,"Libre Gestión N° 51/2020 2 boletos aéreos para Ginebra, Suiza del 7 al 14 de marzo de 2020",No Vigente,24/02/2020,Presencial
Tribunal Supremo Electoral (TSE),20200038  Libre gestión,SERVICIO DE ALIMENTACION,No Vigente,24/02/2020,Presencial
Fondo Ambiental de El Salvador (FONAES),20200027  Libre gestión,ADQUISICIÓN DE GAVETERO,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Transformación Agraria (ISTA),20200023  Libre gestión,Contratacion de Servicios Profesionales de Colaborador Juridico,No Vigente,24/02/2020,Presencial
Ministerio de Hacienda (MHDA),20200185  Libre gestión,SUMINISTRO E INSTALACIÓN DE PANELES DE POLICARBONATO EN TRAGALUZ EDIFICIO SEDE,No Vigente,24/02/2020,Presencial
Municipalidad de Tepecoyo,20200016  Libre gestión,"SERVICIOS PARA ELECTRIFICACION EN CASERIO EL GRAMAL, CANTON LAS FLORES, MUNICIPIO DE TEPECOYO, DEPARTAMENTO DE LA LIBERTAD",No Vigente,24/02/2020,Presencial
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),20200189  Libre gestión,"SENSOR DE PRESION DE 0.004 A 0.12 BAR, PREAJUSTADO DE FABRICA (0.11 BAR), CONTACTOS TIPO SPDT, ALIMENTACION: 10-30 VDC, CONSTRUIDO EN ACERO INOXIDABLE; CUMPLE CON ESTANDARES (NEMA) PARA LA CENTRAL HIDROELECTRICA 5 DE NOVIEMBRE",No Vigente,24/02/2020,Presencial
Municipalidad de Mejicanos,20200067  Libre gestión,"Compra de filtros y bomba hidráulica para equipo N° 04, marca Kenworth.",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200299  Libre gestión,COMPRA DE DULCES Y PIÑATAS PARA ACTIVIDADES COMUNALES PROGRAMA 2,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200255  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO ""AUDITORÍA DE SISTEMAS: RECUPERACIÓN DE DESASTRES Y CONTINUIDAD DEL NEGOCIO""",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200288  Libre gestión,COMPRA DE MOBILIARIO DE OFICINA PARA LA ADMINISTRACION MUNICIPAL DE MERCADOS DE SAN SALVADOR,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200250  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO "" TALLER INTERNACIONAL ACTIVE DIRECTORY""",No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200249  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO ""TÉCNICAS EFECTIVAS DE COBRO""",No Vigente,24/02/2020,Presencial
"Hospital Nacional ""Santa Teresa"", Zacatecoluca, La Paz",20200019  Libre gestión,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE. EQUIPO PORTATIL ""X"" MARCA : SIEMENS MODDELO: MOBILETT SERIE: 3575. UBICADO EN SALA DE OPERACION MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE UNIDAD DE ELECTROCIRUGIA MARCA : CONMED MODDELO:SYSTEM 5000 SERIE: 08HGP164. UBICADO EN SALA DE OPERACION",No Vigente,24/02/2020,Presencial
Municipalidad de Santa Tecla,20200034  Libre gestión,COMPRA DE PAPELERÍA PARA USO DE LA AMST,No Vigente,24/02/2020,Presencial
Municipalidad de Santa Tecla,20200033  Libre gestión,COMPRA DE TINTAS Y TONER PARA USO DE LA AMST,No Vigente,24/02/2020,Presencial
Municipalidad de Santa Tecla,20200037  Libre gestión,SERVICIOS DE ASESORÍA FINANCIERA (PROYECTO ARENA SANTA TECLA),No Vigente,24/02/2020,Presencial
Municipalidad de Santa Tecla,20200035  Libre gestión,COMPRA DE MATERIALES PARA USO DE OFICINAS DE LA AMST,No Vigente,24/02/2020,Presencial
Fiscalía General de la República (FGR),20200047  Libre gestión,crema humectante segun detalles adjuntos,No Vigente,24/02/2020,Presencial
Tribunal Supremo Electoral (TSE),20200036  Libre gestión,SERVICIO DE ALIMENTACION,No Vigente,24/02/2020,Presencial
Municipalidad de Apopa,20200108  Libre gestión,ADQUISICIÓN DE PAPELERÍA PARA SERVICIO DE ATENCIÓN MÉDICA,No Vigente,24/02/2020,Presencial
Instituto Salvadoreño de Formación Profesional (INSAFORP),20200256  Libre gestión,"CONTRATACIÓN PARA EL EVENTO ABIERTO ""DIRECCIÓN ESTRATÉGICA""",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200287  Libre gestión,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MECANICA AUTOMOTRIZ A VEHICULOS DE LA ADMINISTRACION MUNICIPAL DE MERCADOS DE SAN SALVADOR, POR SEGUNDA VEZ",No Vigente,24/02/2020,Presencial
Municipalidad de San Fernando(Morazan),20200010  Libre gestión,"LG 10/2020 DE TÉCNICO DE AVICOLA PARA COMPRA DE SERVICIOS DE CAPACITACIÓN, PARA EL PROYECTO DE INCLUSION PRODUCTIVA.",No Vigente,24/02/2020,Presencial
Municipalidad de San Fernando(Morazan),20200009  Libre gestión,"LG 02/2020 DE TÉCNICO DE INDUSTRIA PANIFICADORA PARA COMPRA DE SERVICIOS DE CAPACITACIÓN, PARA EL PROYECTO DE INCLUSION PRODUCTIVA.",No Vigente,24/02/2020,Presencial
Municipalidad de Mejicanos,20200066  Libre gestión,"I SERVICIO DE SOPORTE PRESENCIAL, SISTEMA DE EMISIÓN DE CARNET DE MENORES, PARA EL DEPARTAMENTO DEL REGISTRO FAMILIAR.",No Vigente,24/02/2020,Presencial
Municipalidad de Coatepeque,20200004  Libre gestión,SUMINISTRO E INSTALACIÓN DE VÁLVULAS PARA ABASTECIMIENTO DE AGUA POTABLE,No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200293  Libre gestión,"SERVICIO DE CONSULTORIA DE ENSEÑANZA OCUPACIONAL, TECNICO EN PAISAJISMO Y JARDINERIA, favor enviar ofertas al correo: asromero@sansalvador.gob.sv cotizar con att. a Lic. Jose Armando Bruni",No Vigente,24/02/2020,Presencial
Municipalidad de San Salvador,20200292  Libre gestión,"SERVICIO PROFESIONALES DE PLANIFICACIÓN Y SUPERVICION DE OBRAS, favor enviar ofertas al correo: asromero@sansalvador.gob.sv, cotizar con att. a Lic. Jose Armando Bruni, Gerente UACI",No Vigente,24/02/2020,Presencial
Ministerio de Gobernación (MIGOB),20200022  Libre gestión,ADQUISICIÓN DE AZÚCAR Y CAFÉ PARA LAS DEPENDENCIAS DEL MINISTERIO DE GOBERNACIÓN Y DESARROLLO TERRITORIAL,No Vigente,24/02/2020,Presencial
Municipalidad de Ilopango,20200120  Libre gestión,20-ALMUERZOS 1-PASTEL,No Vigente,24/02/2020,Presencial
